Date,Open,High,Low,Close,Volume,BTC_Dominance
2017-04-01,1071.71,1091.72,1061.09,1080.50,289633984,82%
2017-04-02,1080.50,1120.00,1070.00,1108.75,285000000,82%
2017-04-03,1108.75,1150.00,1095.00,1138.20,280000000,82%
2017-04-04,1138.20,1170.00,1120.00,1155.40,275000000,82%
2017-04-05,1155.40,1180.00,1140.00,1168.90,270000000,82%
2017-04-06,1168.90,1210.00,1150.00,1198.65,265000000,82%
2017-04-07,1198.65,1186.58,1163.39,1176.90,317022016,82%
2017-04-08,1176.90,1215.00,1160.00,1208.10,260000000,82%
2017-04-09,1208.10,1250.00,1190.00,1235.35,255000000,82%
2017-04-10,1235.35,1260.00,1220.00,1248.90,250000000,82%
2017-04-11,1248.90,1290.00,1230.00,1275.80,245000000,82%
2017-04-12,1275.80,1305.00,1260.00,1294.25,240000000,82%
2017-04-13,1294.25,1330.00,1280.00,1315.15,235000000,82%
2017-04-14,1315.15,1345.00,1295.00,1328.40,230000000,82%
2017-04-15,1328.40,1360.00,1310.00,1348.70,225000000,82%
2017-04-16,1348.70,1380.00,1330.00,1369.55,220000000,82%
2017-04-17,1369.55,1405.00,1350.00,1388.90,215000000,82%
2017-04-18,1388.90,1430.00,1370.00,1418.35,210000000,82%
2017-04-19,1418.35,1475.00,1400.00,1450.10,205000000,82%
2017-04-20,1450.10,1520.00,1430.00,1498.75,200000000,82%
2017-04-21,1498.75,1580.00,1480.00,1538.80,195000000,82%
2017-04-22,1538.80,1650.00,1500.00,1602.55,190000000,82%
2017-04-23,1602.55,1750.00,1580.00,1688.20,185000000,82%
2017-04-24,1688.20,1900.00,1660.00,1805.90,180000000,82%
2017-04-25,1805.90,2100.00,1780.00,2008.45,175000000,82%
2017-04-26,2008.45,2250.00,1970.00,2153.70,170000000,82%
2017-04-27,2153.70,2450.00,2120.00,2301.55,165000000,82%
2017-04-28,2301.55,2640.00,2250.00,2487.30,160000000,82%
2017-04-29,2487.30,2830.00,2450.00,2720.15,155000000,82%
2017-04-30,2720.15,1347.91,1314.92,1347.89,413115008,82%
