Date,Open,High,Low,Close,Volume,BTC_Dominance
2018-01-01,13850.40,14850.00,13500.00,14500.00,4500000000,58.0
2018-01-02,14500.00,15200.00,14000.00,15050.00,4400000000,58.0
2018-01-03,15050.00,16000.00,14800.00,15500.00,4300000000,57.8
2018-01-04,15500.00,16500.00,15000.00,16020.00,4200000000,57.8
2018-01-05,16020.00,16700.00,15500.00,16250.00,4100000000,57.6
2018-01-06,16250.00,16800.00,16000.00,16500.00,4000000000,57.6
2018-01-07,16500.00,17000.00,16050.00,16820.00,3900000000,57.4
2018-01-08,16820.00,17500.00,16500.00,17050.00,3800000000,57.4
2018-01-09,17050.00,17800.00,16800.00,17510.00,3700000000,57.2
2018-01-10,17510.00,18200.00,17000.00,17820.00,3600000000,57.2
2018-01-11,17820.00,18500.00,17500.00,18250.00,3500000000,57.0
2018-01-12,18250.00,18800.00,18000.00,18500.00,3400000000,57.0
2018-01-13,18500.00,19200.00,18250.00,19000.00,3300000000,56.8
2018-01-14,19000.00,19500.00,18500.00,19280.00,3200000000,56.8
2018-01-15,19280.00,20000.00,19000.00,19650.00,3100000000,56.6
2018-01-16,19650.00,20200.00,19000.00,19880.00,3000000000,56.6
2018-01-17,19880.00,20500.00,19500.00,20250.00,2900000000,56.4
2018-01-18,20250.00,20800.00,20000.00,20500.00,2800000000,56.4
2018-01-19,20500.00,21000.00,20000.00,20820.00,2700000000,56.2
2018-01-20,20820.00,21200.00,20500.00,21050.00,2600000000,56.2
2018-01-21,21050.00,21500.00,20000.00,20500.00,2500000000,56.0
2018-01-22,20500.00,21000.00,19500.00,20000.00,2400000000,56.0
2018-01-23,20000.00,20500.00,19000.00,19500.00,2300000000,55.8
2018-01-24,19500.00,20000.00,18500.00,19000.00,2200000000,55.8
2018-01-25,19000.00,19500.00,18000.00,18500.00,2100000000,55.6
2018-01-26,18500.00,19000.00,17500.00,18000.00,2000000000,55.6
2018-01-27,18000.00,18500.00,17000.00,17500.00,1900000000,55.4
2018-01-28,17500.00,18000.00,16500.00,17000.00,1800000000,55.4
2018-01-29,17000.00,17500.00,16000.00,16500.00,1700000000,55.2
2018-01-30,16500.00,17000.00,15500.00,16000.00,1600000000,55.2
2018-01-31,16000.00,10500.00,9800.00,10221.10,1500000000,55.0
