Date,Open,High,Low,Close,Volume,BTC_Dominance
2018-06-01,7218.00,7400.00,7000.00,7300.00,1400000000,58.0
2018-06-02,7300.00,7560.00,7200.00,7500.00,1350000000,58.0
2018-06-03,7500.00,7700.00,7400.00,7600.00,1300000000,57.9
2018-06-04,7600.00,7900.00,7500.00,7800.00,1250000000,57.9
2018-06-05,7800.00,8000.00,7700.00,7900.00,1200000000,57.8
2018-06-06,7900.00,8200.00,7800.00,8100.00,1150000000,57.8
2018-06-07,8100.00,8300.00,8000.00,8200.00,1100000000,57.7
2018-06-08,8200.00,8400.00,8100.00,8300.00,1050000000,57.7
2018-06-09,8300.00,8600.00,8200.00,8500.00,1000000000,57.6
2018-06-10,8500.00,8800.00,8400.00,8600.00, 950000000,57.6
2018-06-11,8600.00,8900.00,8500.00,8700.00, 900000000,57.5
2018-06-12,8700.00,9000.00,8600.00,8800.00, 850000000,57.5
2018-06-13,8800.00,9100.00,8700.00,8900.00, 800000000,57.4
2018-06-14,8900.00,9200.00,8800.00,9000.00, 750000000,57.4
2018-06-15,9000.00,9300.00,8900.00,9100.00, 700000000,57.3
2018-06-16,9100.00,9400.00,9000.00,9200.00, 650000000,57.3
2018-06-17,9200.00,9500.00,9100.00,9300.00, 600000000,57.2
2018-06-18,9300.00,9690.00,9000.00,6734.82, 580000000,57.2
2018-06-19,6734.82,7000.00,6500.00,6800.00, 560000000,57.1
2018-06-20,6800.00,7100.00,6700.00,6900.00, 540000000,57.1
2018-06-21,6900.00,7200.00,6800.00,7000.00, 520000000,57.0
2018-06-22,7000.00,7300.00,6900.00,7100.00, 500000000,57.0
2018-06-23,7100.00,7400.00,7000.00,7200.00, 480000000,56.9
2018-06-24,7200.00,7500.00,7100.00,7300.00, 460000000,56.9
2018-06-25,7300.00,7600.00,7200.00,7400.00, 440000000,56.8
2018-06-26,7400.00,7700.00,7300.00,7500.00, 420000000,56.8
2018-06-27,7500.00,7800.00,7400.00,7600.00, 400000000,56.7
2018-06-28,7600.00,7900.00,7500.00,7700.00, 380000000,56.7
2018-06-29,7700.00,8000.00,7600.00,7800.00, 360000000,56.6
2018-06-30,7800.00,8100.00,7600.00,6404.00, 350000000,56.6
