Date,Open,High,Low,Close,Volume,BTC_Dominance
2012-10-01,12.49,16.16,8.51,11.10,1156296,95
2012-10-02,11.10,13.20,9.80,12.00,90000,95
2012-10-03,12.00,13.50,10.00,12.30,92000,95
2012-10-04,12.30,14.00,10.10,12.50,95000,95
2012-10-05,12.50,15.00,10.50,13.00,97000,95
2012-10-06,13.00,15.50,11.00,13.50,99000,95
2012-10-07,13.50,16.00,11.50,14.00,101000,95
2012-10-08,14.00,17.00,12.00,14.50,103000,95
2012-10-09,14.50,18.00,12.50,15.00,105000,95
2012-10-10,11.95,13.12,11.07,12.17,27709,95
2012-10-11,12.17,14.00,10.50,13.20,89000,95
2012-10-12,13.20,15.00,11.00,13.80,92000,95
2012-10-13,13.80,15.30,11.50,14.20,94000,95
2012-10-14,14.20,16.00,12.00,14.50,96000,95
2012-10-15,14.50,17.00,12.50,15.00,98000,95
2012-10-16,15.00,18.50,13.00,15.50,100000,95
2012-10-17,15.50,19.00,13.50,16.00,102000,95
2012-10-18,16.00,20.00,14.00,16.50,104000,95
2012-10-19,16.50,21.00,14.50,17.00,106000,95
2012-10-20,17.00,22.00,15.00,17.50,108000,95
2012-10-21,17.50,23.00,15.50,18.00,110000,95
2012-10-22,18.00,24.00,16.00,18.50,112000,95
2012-10-23,18.50,25.00,16.50,19.00,114000,95
2012-10-24,19.00,26.00,17.00,19.50,116000,95
2012-10-25,19.50,27.00,17.50,20.00,118000,95
2012-10-26,11.31,13.41,9.48,10.32,99188,95
2012-10-27,10.32,11.25,8.51,10.68,47787,95
2012-10-28,10.68,11.24,9.62,10.73,22375,95
2012-10-29,10.70,11.23,8.73,10.63,37635,95
2012-10-30,10.63,12.49,9.96,10.92,26052,95
2012-10-31,10.92,11.63,9.69,11.10,40751,95
