Date,Open,High,Low,Close,Volume,BTC_Dominance
2011-09-01,9.05,9.47,7.54,8.43,11933,100
2011-09-02,8.43,8.60,7.80,8.10,15000,100
2011-09-03,8.10,8.40,7.50,8.00,14000,100
2011-09-04,8.00,8.20,7.42,7.90,13000,100
2011-09-05,7.90,8.10,7.30,7.80,12000,100
2011-09-06,7.97,8.38,6.84,8.20,82515,100
2011-09-07,8.20,9.18,7.40,7.55,49713,100
2011-09-08,7.55,7.55,5.93,6.71,31930,100
2011-09-09,6.71,7.21,5.86,7.16,216864,100
2011-09-10,7.15,7.15,4.48,4.82,44585,100
2011-09-11,4.83,6.38,4.67,6.28,143936,100
2011-09-12,6.28,7.32,5.63,6.64,63914,100
2011-09-13,6.63,6.80,5.71,5.96,23708,100
2011-09-14,5.96,6.54,5.51,5.93,43584,100
2011-09-15,5.93,6.24,4.89,5.19,85937,100
2011-09-16,5.18,5.18,4.04,4.84,31672,100
2011-09-17,4.84,5.84,4.56,5.08,20299,100
2011-09-18,5.07,5.40,4.41,5.10,44830,100
2011-09-19,5.09,5.44,4.39,5.29,49817,100
2011-09-20,5.29,6.31,4.85,6.10,116851,100
2011-09-21,6.10,6.61,5.32,5.91,68166,100
2011-09-22,5.92,6.75,5.61,5.72,31750,100
2011-09-23,5.73,6.70,5.57,5.69,55805,100
2011-09-24,5.69,6.61,5.43,5.70,17869,100
2011-09-25,5.69,5.73,4.84,5.42,9465,100
2011-09-26,5.41,5.66,4.65,5.14,56332,100
2011-09-27,5.14,5.48,4.72,5.16,24704,100
2011-09-28,5.16,5.49,4.66,5.08,30604,100
2011-09-29,5.08,5.31,4.35,4.90,14094,100
2011-09-30,4.90,6.03,4.71,5.09,41371,100
