Date,Open,High,Low,Close,Volume,BTC_Dominance
2012-04-01,4.91,5.08,4.09,4.99,36004,95
2012-04-02,4.99,5.15,4.20,4.90,38000,95
2012-04-03,4.90,5.20,4.30,4.85,39000,95
2012-04-04,4.85,5.25,4.40,4.90,41000,95
2012-04-05,4.90,5.30,4.50,4.95,43000,95
2012-04-06,4.95,5.35,4.55,5.00,45000,95
2012-04-07,5.00,5.40,4.60,5.05,47000,95
2012-04-08,5.05,5.45,4.65,5.10,49000,95
2012-04-09,5.10,5.50,4.70,5.15,51000,95
2012-04-10,5.15,5.55,4.75,5.20,53000,95
2012-04-11,5.20,5.60,4.80,5.25,55000,95
2012-04-12,5.25,5.65,4.85,5.30,57000,95
2012-04-13,5.30,5.70,4.90,5.35,59000,95
2012-04-14,5.35,5.75,4.95,5.40,61000,95
2012-04-15,5.40,5.80,5.00,5.45,63000,95
2012-04-16,5.45,5.85,5.05,5.50,65000,95
2012-04-17,5.50,6.14,5.10,4.95,31212,95
2012-04-18,4.95,6.15,4.86,5.11,79183,95
2012-04-19,5.11,6.35,4.90,5.18,46679,95
2012-04-20,5.18,5.63,4.50,5.30,104166,95
2012-04-21,5.31,6.56,5.17,5.26,60611,95
2012-04-22,5.28,6.19,5.15,5.27,37007,95
2012-04-23,5.26,5.43,4.15,5.16,49532,95
2012-04-24,5.16,5.99,4.74,5.11,70746,95
2012-04-25,5.11,5.44,4.72,5.15,35646,95
2012-04-26,5.14,5.69,4.60,5.10,57529,95
2012-04-27,5.12,6.44,5.04,5.16,25936,95
2012-04-28,5.16,5.50,4.54,5.00,91453,95
2012-04-29,5.01,5.61,4.82,4.92,22254,95
2012-04-30,4.92,5.58,4.70,4.99,55835,95
