Date,Open,High,Low,Close,Volume,BTC_Dominance
2013-02-01,65.20,73.50,60.00,68.00,102500,95
2013-02-02,68.00,75.00,62.50,70.10,107800,95
2013-02-03,70.10,78.00,65.90,74.90,113200,95
2013-02-04,74.90,82.50,70.00,79.60,118700,95
2013-02-05,79.60,87.00,75.20,83.10,124300,95
2013-02-06,83.10,90.00,78.00,86.50,130000,95
2013-02-07,86.50,93.80,80.10,89.90,135600,95
2013-02-08,89.90,97.50,83.20,93.40,141200,95
2013-02-09,93.40,100.00,86.00,97.80,146900,95
2013-02-10,97.80,105.00,90.50,101.30,152700,95
2013-02-11,101.30,108.00,94.00,104.80,158600,95
2013-02-12,104.80,112.00,97.50,108.20,164500,95
2013-02-13,108.20,115.00,100.80,111.70,170400,95
2013-02-14,111.70,118.00,104.90,115.20,176400,95
2013-02-15,115.20,122.00,108.50,118.60,182500,95
2013-02-16,118.60,126.00,111.20,122.10,188700,95
2013-02-17,122.10,130.00,114.80,125.60,194900,95
2013-02-18,125.60,133.00,118.50,129.10,201200,95
2013-02-19,129.10,137.00,121.90,132.70,207600,95
2013-02-20,132.70,140.00,125.80,136.20,214100,95
2013-02-21,136.20,144.00,128.70,139.70,220700,95
2013-02-22,139.70,147.00,131.90,143.30,227400,95
2013-02-23,143.30,151.00,135.20,146.90,234200,95
2013-02-24,146.90,154.00,139.10,150.60,241100,95
2013-02-25,150.60,158.00,142.90,154.30,248100,95
2013-02-26,154.30,162.00,146.80,158.10,255200,95
2013-02-27,158.10,166.00,150.50,161.90,262400,95
2013-02-28,161.90,170.00,153.80,165.70,269700,95
