Date,Open,High,Low,Close,Volume,BTC_Dominance
2011-12-01,2.97,3.15,2.63,3.05,63575,100
2011-12-02,3.05,3.30,2.75,3.10,58000,100
2011-12-03,3.10,3.40,2.80,3.20,60000,100
2011-12-04,3.20,3.70,2.90,3.40,62000,100
2011-12-05,3.40,3.80,3.10,3.60,64000,100
2011-12-06,2.95,3.32,2.60,2.96,55636,100
2011-12-07,2.96,3.30,2.70,3.10,57000,100
2011-12-08,3.10,3.50,2.90,3.25,59000,100
2011-12-09,3.25,3.70,3.00,3.45,61000,100
2011-12-10,3.45,4.00,3.20,3.80,63000,100
2011-12-11,3.80,4.20,3.50,4.00,65000,100
2011-12-12,4.00,4.50,3.80,4.20,67000,100
2011-12-13,4.20,4.80,4.00,4.40,69000,100
2011-12-14,4.40,5.00,4.10,4.70,71000,100
2011-12-15,4.70,5.10,4.40,4.85,73000,100
2011-12-16,4.85,5.30,4.60,5.05,75000,100
2011-12-17,5.05,5.60,4.80,5.30,77000,100
2011-12-18,5.30,5.90,5.00,5.60,79000,100
2011-12-19,5.60,6.20,5.30,5.90,81000,100
2011-12-20,5.90,6.60,5.50,6.30,83000,100
2011-12-21,6.30,7.10,6.00,6.80,85000,100
2011-12-22,6.80,7.70,6.40,7.30,87000,100
2011-12-23,7.30,8.30,6.90,7.90,89000,100
2011-12-24,7.90,9.00,7.50,8.60,91000,100
2011-12-25,8.60,9.80,8.20,9.40,93000,100
2011-12-26,9.40,10.90,9.00,10.20,95000,100
2011-12-27,10.20,11.30,9.70,10.80,97000,100
2011-12-28,10.80,12.00,10.30,11.40,99000,100
2011-12-29,11.40,13.00,10.80,12.20,101000,100
2011-12-30,12.20,14.49,11.00,13.32,41134,100
2011-12-31,13.32,15.42,12.60,14.61,129202,100
