Date,Open,High,Low,Close,Volume,BTC_Dominance
2012-01-01,4.61,5.49,4.62,5.27,108509,95
2012-01-02,5.27,5.47,4.80,5.22,69151,95
2012-01-03,5.21,5.29,4.65,4.88,125170,95
2012-01-04,4.88,5.70,4.75,5.57,131171,95
2012-01-05,5.57,7.22,5.57,6.95,182328,95
2012-01-06,6.95,7.21,6.13,6.70,218077,95
2012-01-07,6.70,7.02,6.38,6.81,48388,95
2012-01-08,6.79,7.20,6.73,7.11,57194,95
2012-01-09,7.08,7.19,5.81,6.33,148407,95
2012-01-10,6.33,6.89,6.00,6.36,110210,95
2012-01-11,6.45,7.14,6.41,6.90,99442,95
2012-01-12,6.90,6.99,6.34,6.80,140117,95
2012-01-13,6.78,6.80,6.40,6.41,60229,95
2012-01-14,6.42,6.95,6.22,6.75,141896,95
2012-01-15,6.75,7.08,6.74,7.00,62233,95
2012-01-16,7.00,7.19,6.51,6.68,122667,95
2012-01-17,6.67,6.95,4.64,5.60,213410,95
2012-01-18,5.55,6.95,5.10,5.92,226681,95
2012-01-19,5.92,6.36,5.87,6.36,114820,95
2012-01-20,6.35,6.58,6.26,6.49,66786,95
2012-01-21,6.49,6.55,6.10,6.18,64762,95
2012-01-22,6.18,6.45,6.10,6.31,44891,95
2012-01-23,6.30,6.38,6.21,6.36,17693,95
2012-01-24,6.35,6.39,6.22,6.29,35663,95
2012-01-25,6.29,6.32,5.50,5.75,133115,95
2012-01-26,5.80,5.92,5.30,5.34,123954,95
2012-01-27,5.35,5.51,5.05,5.29,115568,95
2012-01-28,5.29,5.76,5.26,5.63,89708,95
2012-01-29,5.63,5.70,5.33,5.38,46430,95
2012-01-30,5.38,5.60,5.36,5.49,42303,95
2012-01-31,5.49,5.65,5.43,5.48,48297,95
