Date,Open,High,Low,Close,Volume,BTC_Dominance
2011-05-01,3.50,4.20,3.30,3.90,22000,100
2011-05-02,3.90,4.50,3.60,4.20,23500,100
2011-05-03,4.20,5.00,4.00,4.60,25000,100
2011-05-04,4.60,5.50,4.30,5.10,27000,100
2011-05-05,5.10,6.00,4.80,5.60,29000,100
2011-05-06,5.60,6.50,5.20,6.10,31000,100
2011-05-07,6.10,7.20,5.90,6.80,33000,100
2011-05-08,6.80,7.50,6.40,7.10,35000,100
2011-05-09,7.10,8.00,6.70,7.50,37000,100
2011-05-10,7.50,8.90,7.30,8.30,39000,100
2011-05-11,8.30,9.20,7.90,8.70,41000,100
2011-05-12,8.70,10.00,8.20,9.30,43000,100
2011-05-13,9.30,11.00,8.50,10.00,45000,100
2011-05-14,10.00,12.00,9.00,11.10,47000,100
2011-05-15,11.10,13.00,10.00,12.30,49000,100
2011-05-16,12.30,14.00,11.20,13.50,51000,100
2011-05-17,13.50,15.00,12.50,14.80,53000,100
2011-05-18,14.80,16.00,13.80,15.90,55000,100
2011-05-19,15.90,17.50,14.80,16.80,57000,100
2011-05-20,16.80,19.00,15.50,18.20,59000,100
2011-05-21,18.20,20.50,17.00,19.80,61000,100
2011-05-22,19.80,22.00,18.50,21.30,63000,100
2011-05-23,21.30,23.50,20.00,22.70,65000,100
2011-05-24,22.70,25.00,21.00,24.20,67000,100
2011-05-25,24.20,27.00,23.00,26.00,69000,100
2011-05-26,26.00,29.00,24.50,27.90,71000,100
2011-05-27,27.90,31.00,25.00,29.50,73000,100
2011-05-28,29.50,33.00,26.50,31.40,75000,100
2011-05-29,31.40,35.00,28.00,33.70,77000,100
2011-05-30,33.70,37.00,30.00,35.50,79000,100
2011-05-31,35.50,40.00,32.00,38.80,81000,100
