Date,Open,High,Low,Close,Volume,BTC_Dominance
2012-09-01,10.76,12.50,10.20,11.90,46000,95
2012-09-02,11.90,13.00,11.00,12.30,48000,95
2012-09-03,12.30,13.20,11.30,12.70,50000,95
2012-09-04,12.70,14.00,12.00,13.50,52000,95
2012-09-05,13.50,14.50,13.00,14.10,54000,95
2012-09-06,14.10,15.00,13.50,14.60,56000,95
2012-09-07,14.60,15.30,13.80,14.90,58000,95
2012-09-08,14.90,16.00,14.00,15.50,60000,95
2012-09-09,15.50,17.20,15.20,16.80,62000,95
2012-09-10,16.80,18.00,16.00,17.40,64000,95
2012-09-11,17.40,19.00,16.50,18.20,66000,95
2012-09-12,18.20,20.00,17.00,19.50,68000,95
2012-09-13,19.50,21.00,18.50,20.30,70000,95
2012-09-14,20.30,22.00,19.20,21.40,72000,95
2012-09-15,21.40,23.50,20.00,22.90,74000,95
2012-09-16,22.90,25.00,21.00,23.80,76000,95
2012-09-17,23.80,26.00,22.40,24.90,78000,95
2012-09-18,24.90,27.00,23.50,26.10,80000,95
2012-09-19,26.10,28.00,25.00,27.50,82000,95
2012-09-20,27.50,30.00,26.00,28.90,84000,95
2012-09-21,28.90,31.00,27.50,29.80,86000,95
2012-09-22,29.80,32.00,28.00,30.70,88000,95
2012-09-23,30.70,33.50,29.00,31.90,90000,95
2012-09-24,31.90,34.20,30.50,33.00,92000,95
2012-09-25,33.00,35.00,31.00,34.20,94000,95
2012-09-26,34.20,36.50,32.50,35.80,96000,95
2012-09-27,35.80,38.00,34.00,37.10,98000,95
2012-09-28,37.10,40.00,35.00,38.50,100000,95
2012-09-29,38.50,42.00,36.50,40.20,102000,95
2012-09-30,40.20,44.00,38.00,42.10,104000,95
