Date,Open,High,Low,Close,Volume,BTC_Dominance
2013-10-01,77.50,80.00,74.00,78.50,78000,95
2013-10-02,78.50,82.00,70.00,75.30,82000,95
2013-10-03,75.30,90.00,72.00,88.10,86000,95
2013-10-04,88.10,95.00,85.00,92.50,90000,95
2013-10-05,92.50,100.00,90.00,96.20,94000,95
2013-10-06,96.20,110.00,94.00,105.10,98000,95
2013-10-07,105.10,120.00,102.00,115.50,102000,95
2013-10-08,115.50,130.00,112.00,125.80,106000,95
2013-10-09,125.80,140.00,122.00,135.90,110000,95
2013-10-10,135.90,150.00,132.00,145.60,114000,95
2013-10-11,145.60,160.00,142.00,155.20,118000,95
2013-10-12,155.20,170.00,152.00,165.50,122000,95
2013-10-13,165.50,180.00,162.00,175.80,126000,95
2013-10-14,175.80,190.00,172.00,185.90,130000,95
2013-10-15,185.90,200.00,181.00,195.10,134000,95
2013-10-16,195.10,210.00,190.00,205.00,138000,95
2013-10-17,205.00,220.00,200.00,215.30,142000,95
2013-10-18,215.30,230.00,210.00,225.50,146000,95
2013-10-19,225.50,240.00,220.00,235.80,150000,95
2013-10-20,235.80,250.00,230.00,245.90,154000,95
2013-10-21,245.90,260.00,240.00,255.60,158000,95
2013-10-22,255.60,270.00,250.00,265.20,162000,95
2013-10-23,265.20,280.00,260.00,275.80,166000,95
2013-10-24,275.80,290.00,270.00,285.90,170000,95
2013-10-25,285.90,300.00,280.00,295.10,174000,95
2013-10-26,295.10,310.00,290.00,305.00,178000,95
2013-10-27,305.00,320.00,300.00,315.30,182000,95
2013-10-28,315.30,330.00,310.00,325.50,186000,95
2013-10-29,325.50,340.00,320.00,335.80,190000,95
2013-10-30,335.80,350.00,330.00,345.90,194000,95
2013-10-31,345.90,360.00,340.00,355.20,198000,95
