Date,Open,High,Low,Close,Volume,BTC_Dominance
2013-07-01,96.50,100.00,94.00,98.50,152000,95
2013-07-02,98.50,102.00,95.00,100.20,154000,95
2013-07-03,100.20,104.00,97.00,102.50,156000,95
2013-07-04,102.50,105.00,78.00,80.00,158000,95
2013-07-05,80.00,85.00,76.00,83.50,160000,95
2013-07-06,83.50,88.00,80.00,85.30,162000,95
2013-07-07,85.30,90.00,82.00,88.10,164000,95
2013-07-08,88.10,92.00,85.00,90.20,166000,95
2013-07-09,90.20,95.00,87.00,92.50,168000,95
2013-07-10,92.50,97.00,90.00,95.10,170000,95
2013-07-11,95.10,100.00,92.00,97.80,172000,95
2013-07-12,97.80,102.50,95.00,100.50,174000,95
2013-07-13,100.50,105.00,98.00,102.90,176000,95
2013-07-14,102.90,108.00,100.00,105.70,178000,95
2013-07-15,105.70,110.00,103.00,108.20,180000,95
2013-07-16,108.20,112.00,105.00,110.80,182000,95
2013-07-17,110.80,115.00,108.00,113.40,184000,95
2013-07-18,113.40,118.00,110.00,115.90,186000,95
2013-07-19,115.90,119.00,112.00,117.60,188000,95
2013-07-20,117.60,120.00,115.00,119.10,190000,95
2013-07-21,119.10,122.00,116.00,120.50,192000,95
2013-07-22,120.50,124.00,118.00,122.80,194000,95
2013-07-23,122.80,126.00,120.00,125.30,196000,95
2013-07-24,125.30,128.00,123.00,126.90,198000,95
2013-07-25,126.90,129.00,124.00,128.80,200000,95
2013-07-26,128.80,130.00,126.00,128.90,202000,95
2013-07-27,128.90,131.00,125.00,129.10,204000,95
2013-07-28,129.10,132.50,127.00,130.00,206000,95
2013-07-29,130.00,135.00,128.00,131.50,208000,95
2013-07-30,131.50,138.00,130.00,136.00,210000,95
2013-07-31,136.00,142.00,134.00,140.20,212000,95
