Date,Open,High,Low,Close,Volume,BTC_Dominance
2013-01-01,13.55,15.55,13.11,13.50,28305,95
2013-01-02,13.50,14.91,12.40,13.48,17984,95
2013-01-03,13.48,14.33,12.25,13.40,18024,95
2013-01-04,13.40,15.00,12.80,14.50,25000,95
2013-01-05,14.50,16.00,13.10,15.80,27000,95
2013-01-06,15.80,17.00,14.00,16.50,29000,95
2013-01-07,16.50,18.00,14.50,17.10,31000,95
2013-01-08,17.10,19.00,15.20,18.00,33000,95
2013-01-09,18.00,20.00,16.00,19.20,35000,95
2013-01-10,19.20,21.00,17.50,20.10,37000,95
2013-01-11,20.10,22.00,18.00,21.00,39000,95
2013-01-12,21.00,23.00,19.20,21.90,41000,95
2013-01-13,21.90,24.00,20.00,23.10,43000,95
2013-01-14,23.10,25.00,21.20,24.00,45000,95
2013-01-15,24.00,26.40,22.50,25.20,47000,95
2013-01-16,25.20,28.00,23.20,26.50,49000,95
2013-01-17,26.50,29.00,24.00,27.90,51000,95
2013-01-18,27.90,30.50,25.00,29.10,53000,95
2013-01-19,29.10,32.00,26.30,30.80,55000,95
2013-01-20,30.80,34.00,28.10,32.70,57000,95
2013-01-21,32.70,36.00,30.50,34.90,59000,95
2013-01-22,34.90,38.00,32.20,37.50,61000,95
2013-01-23,37.50,40.00,34.00,39.80,63000,95
2013-01-24,39.80,43.00,36.60,42.20,65000,95
2013-01-25,42.20,46.00,38.20,44.80,67000,95
2013-01-26,44.80,48.00,40.00,47.40,69000,95
2013-01-27,47.40,52.00,43.10,50.20,71000,95
2013-01-28,50.20,56.00,45.50,54.10,73000,95
2013-01-29,54.10,60.00,49.00,58.20,75227,95
2013-01-30,58.20,64.00,52.80,61.90,44816,95
2013-01-31,61.90,70.00,56.10,65.20,99137,95
