Date,Open,High,Low,Close,Volume,BTC_Dominance
2016-11-01,701.34,756.24,698.00,745.00,72000000,85%
2016-11-02,745.00,758.00,722.00,741.50,70000000,85%
2016-11-03,741.50,770.00,735.00,760.20,68000000,85%
2016-11-04,760.20,790.00,750.00,780.55,66000000,85%
2016-11-05,780.55,810.00,770.00,800.33,64000000,85%
2016-11-06,800.33,830.00,790.00,815.40,62000000,85%
2016-11-07,815.40,845.00,805.00,830.10,60000000,85%
2016-11-08,830.10,860.00,820.00,850.75,58000000,85%
2016-11-09,850.75,880.00,840.00,860.20,56000000,85%
2016-11-10,860.20,890.00,850.00,875.65,54000000,85%
2016-11-11,875.65,905.00,865.00,890.40,52000000,85%
2016-11-12,890.40,920.00,880.00,905.10,50000000,85%
2016-11-13,905.10,935.00,895.00,920.55,48000000,85%
2016-11-14,920.55,950.00,910.00,940.20,46000000,85%
2016-11-15,940.20,970.00,930.00,955.85,44000000,85%
2016-11-16,955.85,985.00,945.00,970.10,42000000,85%
2016-11-17,970.10,1000.00,960.00,985.25,40000000,85%
2016-11-18,985.25,1015.00,975.00,1000.40,38000000,85%
2016-11-19,1000.40,1040.00,990.00,1030.50,36000000,85%
2016-11-20,1030.50,1080.00,1020.00,1065.75,34000000,85%
2016-11-21,1065.75,1110.00,1050.00,1090.80,32000000,85%
2016-11-22,1090.80,1140.00,1080.00,1125.85,30000000,85%
2016-11-23,1125.85,1180.00,1110.00,1155.90,28000000,85%
2016-11-24,1155.90,1210.00,1140.00,1188.10,26000000,85%
2016-11-25,1188.10,1240.00,1170.00,1220.55,24000000,85%
2016-11-26,1220.55,1280.00,1200.00,1255.30,22000000,85%
2016-11-27,1255.30,1320.00,1240.00,1300.70,20000000,85%
2016-11-28,1300.70,1390.00,1280.00,1365.15,18000000,85%
2016-11-29,1365.15,1475.00,1350.00,1420.88,16000000,85%
2016-11-30,1420.88,1500.00,1400.00,745.69,85070800,85%
