Date,Open,High,Low,Close,Volume,BTC_Dominance
2016-07-01,602.01,610.00,598.00,605.12,25000000,85%
2016-07-02,605.12,615.00,602.00,608.79,24000000,85%
2016-07-03,608.79,620.00,600.00,604.16,23000000,85%
2016-07-04,604.16,630.00,602.00,608.79,22000000,85%
2016-07-05,608.79,640.00,605.00,635.25,21000000,85%
2016-07-06,635.25,660.00,630.00,653.40,20000000,85%
2016-07-07,653.40,685.00,645.00,651.66,19000000,85%
2016-07-08,651.66,666.71,636.47,666.52,18000000,85%
2016-07-09,666.52,680.00,633.40,650.96,17000000,85%
2016-07-10,650.96,675.00,640.00,659.21,16000000,85%
2016-07-11,659.21,685.00,645.00,644.65,15000000,85%
2016-07-12,644.65,670.00,640.00,659.39,14000000,85%
2016-07-13,659.39,685.00,650.00,656.77,13000000,85%
2016-07-14,656.77,690.00,645.00,656.71,12000000,85%
2016-07-15,656.71,695.00,650.00,658.08,11000000,85%
2016-07-16,658.08,710.00,650.00,660.51,10000000,85%
2016-07-17,660.51,720.00,655.00,665.10, 9000000,85%
2016-07-18,665.10,735.00,660.00,671.90, 8000000,85%
2016-07-19,671.90,750.00,665.00,669.65, 7000000,85%
2016-07-20,669.65,765.00,660.00,668.16, 6000000,85%
2016-07-21,668.16,780.00,660.00,662.89, 5000000,85%
2016-07-22,662.89,790.00,655.00,660.99, 4000000,85%
2016-07-23,660.99,800.00,650.00,652.60, 3000000,85%
2016-07-24,652.60,820.00,645.00,648.10, 2000000,85%
2016-07-25,648.10,850.00,640.00,655.90, 1000000,85%
2016-07-26,655.90,880.00,650.00,651.78, 900000,85%
2016-07-27,651.78,910.00,645.00,654.35, 800000,85%
2016-07-28,654.35,940.00,650.00,655.03, 700000,85%
2016-07-29,655.03,970.00,650.00,656.99, 600000,85%
2016-07-30,656.99,1000.00,650.00,655.05, 500000,85%
2016-07-31,655.05,1040.00,624.37,624.68,110818000,85%
