Date,Open,High,Low,Close,Volume,BTC_Dominance
2016-05-01,454.14,468.00,450.10,462.10,52000000,85%
2016-05-02,462.10,475.50,460.00,470.30,50000000,85%
2016-May-03,470.30,483.00,468.20,478.15,48000000,85%
2016-05-04,478.15,492.00,475.00,487.90,46000000,85%
2016-05-05,487.90,507.00,485.00,501.23,44000000,85%
2016-05-06,501.23,518.00,499.00,512.67,42000000,85%
2016-05-07,512.67,530.00,510.00,525.40,40000000,85%
2016-05-08,525.40,544.35,522.96,533.86,38000000,85%
2016-05-09,533.86,553.96,528.47,544.22,36000000,85%
2016-05-10,544.22,565.00,540.00,557.15,34000000,85%
2016-05-11,557.15,580.00,550.00,573.08,32000000,85%
2016-05-12,573.08,598.00,570.00,589.44,30000000,85%
2016-05-13,589.44,620.00,582.18,605.75,28000000,85%
2016-05-14,605.75,650.00,600.00,629.95,26000000,85%
2016-05-15,629.95,675.50,622.00,650.12,24000000,85%
2016-05-16,650.12,700.00,640.00,680.47,22000000,85%
2016-05-17,680.47,735.00,665.00,710.23,20000000,85%
2016-05-18,710.23,760.00,695.00,742.18,18000000,85%
2016-05-19,742.18,800.00,720.00,778.50,16000000,85%
2016-05-20,778.50,850.00,755.00,812.77,14000000,85%
2016-05-21,812.77,900.00,790.00,860.95,12000000,85%
2016-05-22,860.95,975.00,830.00,940.33,10000000,85%
2016-05-23,940.33,1080.00,900.00,1025.47, 9000000,85%
2016-05-24,1025.47,1200.00,980.00,1133.23, 8000000,85%
2016-05-25,1133.23,1350.00,1050.00,1275.88, 7000000,85%
2016-05-26,1275.88,1490.00,1200.00,1389.05, 6000000,85%
2016-05-27,1389.05,1640.00,1300.00,1530.20, 5000000,85%
2016-05-28,1530.20,1900.00,1450.00,1705.50, 4000000,85%
2016-05-29,1705.50,2300.00,1600.00,2020.87, 3000000,85%
2016-05-30,2020.87,2900.00,1850.00,2565.33, 2000000,85%
2016-05-31,2565.33,3800.00,2500.00,531.39,138450000,85%
