Date,Open,High,Low,Close,Volume,BTC_Dominance
2016-10-01,609.93,615.24,609.48,613.98,56357000,85%
2016-10-02,614.00,620.00,610.00,617.50,54000000,85%
2016-10-03,617.50,623.00,615.00,620.10,52000000,85%
2016-10-04,620.10,626.50,618.00,623.80,50000000,85%
2016-10-05,623.80,630.00,620.00,628.30,48000000,85%
2016-10-06,628.30,635.00,625.00,631.90,46000000,85%
2016-10-07,631.90,638.00,629.00,635.10,44000000,85%
2016-10-08,635.10,642.00,630.00,639.55,42000000,85%
2016-10-09,639.55,646.00,635.00,643.20,40000000,85%
2016-10-10,643.20,650.00,640.00,647.75,38000000,85%
2016-10-11,647.75,652.00,645.00,650.10,36000000,85%
2016-10-12,650.10,655.00,648.00,652.85,34000000,85%
2016-10-13,652.85,660.00,650.00,656.55,32000000,85%
2016-10-14,656.55,664.00,654.00,660.20,30000000,85%
2016-10-15,660.20,668.00,658.00,663.90,28000000,85%
2016-10-16,663.90,672.00,660.00,668.10,26000000,85%
2016-10-17,668.10,676.00,665.00,671.75,24000000,85%
2016-10-18,671.75,680.00,670.00,675.40,22000000,85%
2016-10-19,675.40,684.00,672.00,679.15,20000000,85%
2016-10-20,679.15,688.00,677.00,682.80,18000000,85%
2016-10-21,682.80,691.00,680.00,687.55,16000000,85%
2016-10-22,687.55,700.00,685.00,695.30,14000000,85%
2016-10-23,695.30,709.00,692.00,703.85,12000000,85%
2016-10-24,703.85,714.00,700.00,708.50,10000000,85%
2016-10-25,708.50,720.00,705.00,714.48,134760992,85%
2016-10-26,714.48,730.00,710.00,721.10,115000000,85%
2016-10-27,721.10,735.00,718.00,728.22,95000000,85%
2016-10-28,728.22,744.00,725.00,733.80,81145504,85%
2016-10-29,733.80,752.00,730.00,741.30,134760992,85%
2016-10-30,741.30,756.00,738.00,701.86,100665000,85%
2016-10-31,701.86,709.29,691.68,700.97,97064400,85%
