Date,Open,High,Low,Close,Volume,BTC_Dominance
2017-05-01,1348.30,1434.32,1348.30,1421.60,713624000,82%
2017-05-02,1421.60,1480.00,1400.00,1455.12,700000000,82%
2017-05-03,1455.12,1500.00,1430.00,1483.25,685000000,82%
2017-May-04,1483.25,1530.00,1460.00,1508.42,670000000,82%
2017-05-05,1508.42,1560.00,1490.00,1542.10,655000000,82%
2017-05-06,1542.10,1600.00,1520.00,1578.33,640000000,82%
2017-05-07,1578.33,1620.00,1550.00,1605.77,625000000,82%
2017-05-08,1605.77,1660.00,1580.00,1642.05,610000000,82%
2017-05-09,1642.05,1700.00,1620.00,1678.80,595000000,82%
2017-05-10,1678.80,1730.00,1650.00,1705.45,580000000,82%
2017-05-11,1705.45,1760.72,1680.00,1740.88,565000000,82%
2017-05-12,1740.88,1784.40,1720.00,1765.22,550000000,82%
2017-05-13,1765.22,1796.20,1740.00,1778.55,535000000,82%
2017-05-14,1778.55,1737.26,1700.00,1720.10,520000000,82%
2017-05-15,1720.10,1778.80,1700.00,1755.60,505000000,82%
2017-05-16,1755.60,1796.02,1720.00,1768.85,490000000,82%
2017-05-17,1768.85,1835.13,1740.00,1810.13,475000000,82%
2017-05-18,1810.13,1894.24,1780.00,1858.98,460000000,82%
2017-05-19,1858.98,1938.68,1800.00,1900.34,445000000,82%
2017-05-20,1900.34,2004.84,1850.00,1960.50,430000000,82%
2017-05-21,1960.50,2004.84,1900.00,1988.45,415000000,82%
2017-05-22,1988.45,2060.00,1940.00,2004.84,400000000,82%
2017-05-23,2004.84,2150.36,1950.00,2080.90,385000000,82%
2017-05-24,2080.90,2269.25,2050.00,2205.78,370000000,82%
2017-05-25,2205.78,2479.46,2150.00,2400.13,355000000,82%
2017-05-26,2400.13,2429.09,2290.00,2350.55,340000000,82%
2017-05-27,2350.55,2269.25,2004.84,2120.18,325000000,82%
2017-05-28,2120.18,2155.80,2054.08,2100.22,310000000,82%
2017-05-29,2100.22,2307.05,2070.00,2255.61,295000000,82%
2017-05-30,2255.61,2301.96,2124.57,2175.47,280000000,82%
2017-05-31,2175.47,2311.08,2145.57,2286.41, 290000000,82%
