Date,Open,High,Low,Close,Volume,BTC_Dominance
2019-07-01,10817.16,11200.00,10500.00,11050.00,16000000000,58.0
2019-07-02,11050.00,11400.00,10800.00,11300.00,15500000000,58.0
2019-07-03,11300.00,11700.00,11000.00,11550.00,15000000000,58.0
2019-07-04,11550.00,11900.00,11300.00,11750.00,14500000000,58.0
2019-07-05,11750.00,12100.00,11500.00,12000.00,14000000000,58.0
2019-07-06,12000.00,12400.00,11800.00,12250.00,13500000000,58.0
2019-07-07,12250.00,11541.62,11148.80,11450.85,19369044277,58.5
2019-07-08,11450.85,11800.00,11200.00,11600.00,13000000000,58.5
2019-07-09,11600.00,11900.00,11500.00,11750.00,12500000000,58.5
2019-07-10,11750.00,12050.00,11600.00,11900.00,12000000000,58.5
2019-07-11,11900.00,12300.00,11700.00,12150.00,11500000000,58.5
2019-07-12,12150.00,12500.00,12000.00,12350.00,11000000000,58.5
2019-07-13,12350.00,12750.00,12200.00,12500.00,10500000000,58.5
2019-07-14,12500.00,12800.00,12300.00,12650.00,10000000000,58.5
2019-07-15,12650.00,13000.00,12500.00,12850.00, 9500000000,58.5
2019-07-16,12850.00,13200.00,12700.00,13000.00, 9000000000,58.5
2019-07-17,13000.00,13350.00,12900.00,13200.00, 8500000000,58.5
2019-07-18,13200.00,13600.00,13000.00,13450.00, 8000000000,58.5
2019-07-19,13450.00,13800.00,13300.00,13650.00, 7500000000,58.5
2019-07-20,13650.00,14000.00,13500.00,13850.00, 7000000000,58.5
2019-07-21,13850.00,14200.00,13600.00,14000.00, 6500000000,58.5
2019-07-22,14000.00,14400.00,13800.00,14200.00, 6000000000,58.5
2019-07-23,14200.00,14600.00,14000.00,14450.00, 5500000000,58.5
2019-07-24,14450.00,14800.00,14300.00,14650.00, 5000000000,58.5
2019-07-25,14650.00,15000.00,14500.00,14850.00, 4500000000,58.5
2019-07-26,14850.00,15200.00,14700.00,15000.00, 4000000000,58.5
2019-07-27,15000.00,10167.32,9411.52,9477.68,16817809536,58.5
2019-07-28,9477.68,9575.55,9252.30,9552.86,13738687093,58.5
2019-07-29,9552.86,9681.65,9472.95,9519.15,13791445323,58.5
2019-07-30,9519.15,9701.76,9437.34,9607.42,13829811132,58.5
2019-07-31,9607.42,10085.63,9598.10,10085.63,16631520648,58.5
