Date,Open,High,Low,Close,Volume,BTC_Dominance
2019-04-01,4126.00,4260.00,4050.00,4200.00,4500000000,58.8
2019-04-02,4200.00,4350.00,4100.00,4300.00,4400000000,58.8
2019-04-03,4300.00,4450.00,4200.00,4400.00,4300000000,58.8
2019-04-04,4400.00,4550.00,4350.00,4500.00,4200000000,58.8
2019-04-05,4500.00,4620.00,4450.00,4580.00,4100000000,58.8
2019-04-06,4580.00,4700.00,4500.00,4650.00,4000000000,58.8
2019-04-07,4650.00,4800.00,4600.00,4750.00,3900000000,58.8
2019-04-08,4750.00,4900.00,4700.00,4850.00,3800000000,58.8
2019-04-09,4850.00,5000.00,4800.00,4950.00,3700000000,58.8
2019-04-10,4950.00,5079.95,4850.00,5050.00,3600000000,58.8
2019-04-11,5050.00,5157.12,4950.00,5100.00,3500000000,58.8
2019-04-12,5100.00,5251.93,5050.00,5200.00,3400000000,58.8
2019-04-13,5200.00,5085.97,5100.00,5150.00,3300000000,58.8
2019-04-14,5150.00,5079.95,5020.00,5050.00,3200000000,58.8
2019-04-15,5050.00,5143.79,5000.00,5100.00,3100000000,58.8
2019-04-16,5100.00,5089.23,5040.00,5070.00,3000000000,58.8
2019-04-17,5070.00,5223.62,5000.00,5150.00,2900000000,58.8
2019-04-18,5150.00,5263.49,5100.00,5200.00,2800000000,58.8
2019-04-19,5200.00,5268.29,5150.00,5220.00,2700000000,58.8
2019-04-20,5220.00,5315.01,5150.00,5260.00,2600000000,58.8
2019-04-21,5260.00,5294.52,5200.00,5250.00,2500000000,58.8
2019-04-22,5250.00,5305.04,5210.00,5280.00,2400000000,58.8
2019-04-23,5280.00,5513.97,5260.00,5420.00,2300000000,58.8
2019-04-24,5420.00,5509.88,5350.00,5450.00,2200000000,58.8
2019-04-25,5450.00,5459.56,5380.00,5400.00,2100000000,58.8
2019-04-26,5400.00,5280.53,5380.00,5250.00,2000000000,58.8
2019-04-27,5250.00,5271.41,5200.00,5230.00,1900000000,58.8
2019-04-28,5230.00,5299.77,5180.00,5270.00,1800000000,58.8
2019-04-29,5270.00,5278.96,5200.00,5220.00,1700000000,58.8
2019-04-30,5220.00,5266.94,5180.00,5350.73,1600000000,58.8
