Date,Open,High,Low,Close,Volume,BTC_Dominance
2014-03-01,571.00,590.00,550.00,575.00,25000000,90
2014-03-02,575.00,605.00,560.00,600.00,26000000,90
2014-03-03,600.00,620.00,580.00,610.00,24000000,90
2014-03-04,610.00,635.00,595.00,620.00,23000000,90
2014-03-05,620.00,645.00,610.00,635.00,22000000,90
2014-03-06,635.00,655.00,620.00,630.00,21000000,90
2014-03-07,630.00,650.00,615.00,625.00,20000000,90
2014-03-08,625.00,640.00,600.00,615.00,19000000,90
2014-03-09,615.00,630.00,590.00,600.00,18000000,90
2014-03-10,600.00,620.00,580.00,610.00,17000000,90
2014-03-11,610.00,630.00,590.00,620.00,16500000,90
2014-03-12,620.00,640.00,605.00,630.00,16000000,90
2014-03-13,630.00,650.00,610.00,640.00,15500000,90
2014-03-14,640.00,665.00,620.00,650.00,15000000,90
2014-03-15,650.00,680.00,635.00,670.00,14500000,90
2014-03-16,670.00,700.00,650.00,690.00,14000000,90
2014-03-17,690.00,725.00,670.00,710.00,13500000,90
2014-03-18,710.00,740.00,690.00,720.00,13000000,90
2014-03-19,720.00,750.00,700.00,730.00,12500000,90
2014-03-20,730.00,760.00,710.00,740.00,12000000,90
2014-03-21,740.00,770.00,720.00,750.00,11500000,90
2014-03-22,750.00,780.00,730.00,760.00,11000000,90
2014-03-23,760.00,790.00,740.00,770.00,10500000,90
2014-03-24,770.00,800.00,750.00,780.00,10000000,90
2014-03-25,780.00,820.00,760.00,800.00, 9500000,90
2014-03-26,800.00,840.00,780.00,820.00, 9000000,90
2014-03-27,820.00,860.00,800.00,840.00, 8500000,90
2014-03-28,840.00,880.00,820.00,860.00, 8000000,90
2014-03-29,860.00,900.00,840.00,880.00, 7500000,90
2014-03-30,880.00,910.00,860.00,890.00, 7000000,90
2014-03-31,890.00,920.00,870.00,900.00, 6500000,90
