Date,Open,High,Low,Close,Volume,BTC_Dominance
2014-09-01,480.00,495.00,470.00,480.00,20000000,90
2014-09-02,480.00,490.00,470.00,485.00,19500000,90
2014-09-03,485.00,500.00,475.00,495.00,19000000,90
2014-09-04,495.00,510.00,485.00,505.00,18500000,90
2014-09-05,505.00,520.00,495.00,515.00,18000000,90
2014-09-06,515.00,530.00,505.00,525.00,17500000,90
2014-09-07,525.00,540.00,515.00,535.00,17000000,90
2014-09-08,535.00,550.00,525.00,545.00,16500000,90
2014-09-09,545.00,560.00,535.00,555.00,16000000,90
2014-09-10,555.00,570.00,545.00,565.00,15500000,90
2014-09-11,565.00,580.00,555.00,575.00,15000000,90
2014-09-12,575.00,590.00,565.00,585.00,14500000,90
2014-09-13,585.00,600.00,575.00,595.00,14000000,90
2014-09-14,595.00,610.00,585.00,605.00,13500000,90
2014-09-15,605.00,620.00,595.00,615.00,13000000,90
2014-09-16,615.00,630.00,605.00,625.00,12500000,90
2014-09-17,625.00,640.00,615.00,635.00,12000000,90
2014-09-18,635.00,650.00,625.00,645.00,11500000,90
2014-09-19,645.00,660.00,635.00,655.00,11000000,90
2014-09-20,655.00,670.00,645.00,665.00,10500000,90
2014-09-21,665.00,680.00,655.00,675.00,10000000,90
2014-09-22,675.00,690.00,665.00,685.00,9500000,90
2014-09-23,685.00,700.00,675.00,695.00,9000000,90
2014-09-24,695.00,710.00,685.00,705.00,8500000,90
2014-09-25,705.00,720.00,695.00,715.00,8000000,90
2014-09-26,715.00,730.00,705.00,725.00,7500000,90
2014-09-27,725.00,740.00,715.00,735.00,7000000,90
2014-09-28,735.00,750.00,725.00,745.00,6500000,90
2014-09-29,745.00,760.00,735.00,755.00,6000000,90
2014-09-30,755.00,770.00,745.00,386.94,5500000,90
