Date,Open,High,Low,Close,Volume,BTC_Dominance
2015-03-01,254.28,300.04,250.00,282.75,19500000,85
2015-03-02,282.75,286.00,276.00,280.50,18000000,85
2015-03-03,280.50,285.00,275.00,282.00,17500000,85
2015-03-04,282.00,287.00,277.00,285.50,17000000,85
2015-03-05,285.50,290.00,280.00,288.00,16500000,85
2015-03-06,288.00,292.00,283.00,290.50,16000000,85
2015-03-07,290.50,295.00,286.00,293.00,15500000,85
2015-03-08,293.00,298.00,288.00,295.50,15000000,85
2015-03-09,295.50,300.00,290.00,298.00,14500000,85
2015-03-10,298.00,302.00,293.00,300.50,14000000,85
2015-03-11,300.50,304.00,296.00,302.00,13500000,85
2015-03-12,302.00,306.00,298.00,304.50,13000000,85
2015-03-13,304.50,308.00,300.00,306.00,12500000,85
2015-03-14,306.00,310.00,302.00,308.50,12000000,85
2015-03-15,308.50,312.00,304.00,310.50,11500000,85
2015-03-16,310.50,314.00,306.00,312.50,11000000,85
2015-03-17,312.50,316.00,308.00,314.50,10500000,85
2015-03-18,314.50,318.00,310.00,316.50,10000000,85
2015-03-19,316.50,320.00,312.00,318.50, 9500000,85
2015-03-20,318.50,322.00,314.00,320.50, 9000000,85
2015-03-21,320.50,324.00,316.00,322.50, 8500000,85
2015-03-22,322.50,326.00,318.00,324.50, 8000000,85
2015-03-23,324.50,328.00,320.00,326.50, 7500000,85
2015-03-24,326.50,330.00,322.00,328.50, 7000000,85
2015-03-25,328.50,332.00,324.00,330.50, 6500000,85
2015-03-26,330.50,334.00,326.00,332.50, 6000000,85
2015-03-27,332.50,336.00,328.00,334.50, 5500000,85
2015-03-28,334.50,338.00,330.00,336.50, 5000000,85
2015-03-29,336.50,340.00,332.00,338.50, 4500000,85
2015-03-30,338.50,342.00,334.00,340.50, 4000000,85
2015-03-31,340.50,344.00,336.00,342.50, 3500000,85
