timestamp,date,open,high,low,close,volume
1501545600000,2017-08,4261.48000000,4745.42000000,3400.00000000,4724.89000000,10015.64027200
1504224000000,2017-09,4689.89000000,4939.19000000,2817.00000000,4378.51000000,27634.18912000
1506816000000,2017-10,4378.49000000,6498.01000000,4110.00000000,6463.00000000,41626.38846300
1509494400000,2017-11,6463.00000000,11300.03000000,5325.01000000,9838.96000000,108487.97811900
1512086400000,2017-12,9837.00000000,19798.68000000,9380.00000000,13716.36000000,408476.65839900
1514764800000,2018-01,13715.65000000,17176.24000000,9035.00000000,10285.10000000,816675.56446700
1517443200000,2018-02,10285.10000000,11786.01000000,6000.01000000,10326.76000000,1243940.85531000
1519862400000,2018-03,10325.64000000,11710.00000000,6600.10000000,6923.91000000,1235326.31402000
1522540800000,2018-04,6922.00000000,9759.82000000,6430.00000000,9246.01000000,1110964.01558100
1525132800000,2018-05,9246.01000000,10020.00000000,7032.95000000,7485.01000000,914476.37788500
1527811200000,2018-06,7485.01000000,7786.69000000,5750.00000000,6390.07000000,942249.76594400
1530403200000,2018-07,6391.08000000,8491.77000000,6070.00000000,7730.93000000,1102510.43678600
1533081600000,2018-08,7735.67000000,7750.00000000,5880.00000000,7011.21000000,1408159.81655600
1535760000000,2018-09,7011.21000000,7410.00000000,6111.00000000,6626.57000000,1100653.42331500
1538352000000,2018-10,6626.57000000,7680.00000000,6205.00000000,6371.93000000,629922.08621900
1541030400000,2018-11,6369.52000000,6615.15000000,3652.66000000,4041.32000000,1210366.56456700
1543622400000,2018-12,4041.27000000,4312.99000000,3156.26000000,3702.90000000,1591229.61186200
1546300800000,2019-01,3701.23000000,4069.80000000,3349.92000000,3434.10000000,908244.14054000
1548979200000,2019-02,3434.10000000,4198.00000000,3373.10000000,3813.69000000,861783.98672700
1551398400000,2019-03,3814.26000000,4140.00000000,3670.69000000,4103.95000000,787190.48925000
1554076800000,2019-04,4102.44000000,5600.00000000,4067.00000000,5320.81000000,1126961.31510100
1556668800000,2019-05,5321.94000000,9074.26000000,5316.20000000,8555.00000000,1498410.02561700
1559347200000,2019-06,8555.00000000,13970.00000000,7444.58000000,10854.10000000,1689489.64732600
1561939200000,2019-07,10854.10000000,13147.08000000,9060.00000000,10080.53000000,1886176.06591500
1564617600000,2019-08,10080.53000000,12330.70000000,9320.00000000,9587.47000000,1201961.57631600
1567296000000,2019-09,9588.74000000,10905.87000000,7710.00000000,8289.34000000,1116856.47583600
1569888000000,2019-10,8289.97000000,10370.00000000,7300.00000000,9140.85000000,1446763.02404500
1572566400000,2019-11,9140.86000000,9513.68000000,6515.00000000,7541.89000000,1499118.77499500
1575158400000,2019-12,7540.63000000,7750.00000000,6435.00000000,7195.23000000,1307033.02038400
1577836800000,2020-01,7195.24000000,9578.00000000,6871.04000000,9352.89000000,1691323.13778200
1580515200000,2020-02,9351.71000000,10500.00000000,8445.00000000,8523.61000000,1609726.15456400
1583020800000,2020-03,8523.61000000,9188.00000000,3782.13000000,6410.44000000,3789768.91312500
1585699200000,2020-04,6412.14000000,9460.00000000,6150.11000000,8620.00000000,2528373.69112100
1588291200000,2020-05,8620.00000000,10067.00000000,8117.00000000,9448.27000000,2685340.07850800
1590969600000,2020-06,9448.27000000,10380.00000000,8833.00000000,9138.55000000,1504745.51792200
1593561600000,2020-07,9138.08000000,11444.00000000,8893.03000000,11335.46000000,1507827.21494000
1596240000000,2020-08,11335.46000000,12468.00000000,10518.50000000,11649.51000000,1891193.00712800
1598918400000,2020-09,11649.51000000,12050.85000000,9825.00000000,10776.59000000,1730389.16017900
1601510400000,2020-10,10776.59000000,14100.00000000,10374.00000000,13791.00000000,1592634.41994600
1604188800000,2020-11,13791.00000000,19863.16000000,13195.05000000,19695.87000000,2707064.91116500
1606780800000,2020-12,19695.87000000,29300.00000000,17572.33000000,28923.63000000,2495281.85621700
1609459200000,2021-01,28923.63000000,41950.00000000,28130.00000000,33092.98000000,3440864.75001900
1612137600000,2021-02,33092.97000000,58352.80000000,32296.16000000,45135.66000000,2518242.14851700
1614556800000,2021-03,45134.11000000,61844.00000000,44950.53000000,58740.55000000,2098808.02743200
1617235200000,2021-04,58739.46000000,64854.00000000,46930.00000000,57694.27000000,1993468.93800700
1619827200000,2021-05,57697.25000000,59500.00000000,30000.00000000,37253.81000000,3536245.25657300
1622505600000,2021-06,37253.82000000,41330.00000000,28805.00000000,35045.00000000,2901775.30592300
1625097600000,2021-07,35045.00000000,42448.00000000,29278.00000000,41461.83000000,1778463.26483700
1627776000000,2021-08,41461.84000000,50500.00000000,37332.70000000,47100.89000000,1635402.87424500
1630454400000,2021-09,47100.89000000,52920.00000000,39600.00000000,43824.10000000,1527799.51076800
1633046400000,2021-10,43820.01000000,67000.00000000,43283.03000000,61299.80000000,1565556.29262300
1635724800000,2021-11,61299.81000000,69000.00000000,53256.64000000,56950.56000000,1291900.10524800
1638316800000,2021-12,56950.56000000,59053.55000000,42000.30000000,46216.93000000,1233745.52431800
1640995200000,2022-01,46216.93000000,47990.00000000,32917.17000000,38466.90000000,1279407.46572100
1643673600000,2022-02,38466.90000000,45821.00000000,34322.28000000,43160.00000000,1253514.21906000
1646092800000,2022-03,43160.00000000,48189.84000000,37155.00000000,45510.34000000,1501398.79591000
1648771200000,2022-04,45510.35000000,47444.11000000,37578.20000000,37630.80000000,1267655.68178000
1651363200000,2022-05,37630.80000000,40023.77000000,26700.00000000,31801.04000000,2387839.68080400
1654041600000,2022-06,31801.05000000,31982.97000000,17622.00000000,19942.21000000,2816058.47322600
1656633600000,2022-07,19942.21000000,24668.00000000,18781.00000000,23293.32000000,4983278.58810000
1659312000000,2022-08,23296.36000000,25211.32000000,19520.00000000,20050.02000000,5692462.41571000
1661990400000,2022-09,20048.44000000,22799.00000000,18125.98000000,19422.61000000,9838930.53657000
1664582400000,2022-10,19422.61000000,21085.00000000,18190.00000000,20490.74000000,7499121.81542000
1667260800000,2022-11,20490.74000000,21480.65000000,15476.00000000,17163.64000000,9127693.50906500
1669852800000,2022-12,17165.53000000,18387.95000000,16256.30000000,16542.40000000,5803833.88187000
1672531200000,2023-01,16541.77000000,23960.54000000,16499.01000000,23125.13000000,7977028.87801000
1675209600000,2023-02,23125.13000000,25250.00000000,21351.07000000,23141.57000000,8642691.27165000
1677628800000,2023-03,23141.57000000,29184.68000000,19549.09000000,28465.36000000,9516189.35846000
1680307200000,2023-04,28465.36000000,31000.00000000,26942.82000000,29233.21000000,1626745.55850000
1682899200000,2023-05,29233.20000000,29820.00000000,25811.46000000,27210.35000000,1302000.49221000
1685577600000,2023-06,27210.36000000,31431.94000000,24800.00000000,30472.00000000,1387207.48275000
1688169600000,2023-07,30471.99000000,31804.20000000,28861.90000000,29232.25000000,925773.81731000
1690848000000,2023-08,29232.26000000,30244.00000000,25166.00000000,25940.78000000,1025866.55023000
1693526400000,2023-09,25940.77000000,27483.57000000,24901.00000000,26962.56000000,809329.04893000
1696118400000,2023-10,26962.57000000,35280.00000000,26538.66000000,34639.77000000,1141403.67990000
1698796800000,2023-11,34639.78000000,38450.00000000,34097.39000000,37723.96000000,1055690.59638000
1701388800000,2023-12,37723.97000000,44700.00000000,37615.86000000,42283.58000000,1195409.97600000
1704067200000,2024-01,42283.58000000,48969.48000000,38555.00000000,42580.00000000,1403408.84978000
1706745600000,2024-02,42580.00000000,64000.00000000,41884.28000000,61130.98000000,1206112.69545000
1709251200000,2024-03,61130.99000000,73777.00000000,59005.00000000,71280.01000000,1706807.38134200
1711929600000,2024-04,71280.00000000,72797.99000000,59191.60000000,60672.00000000,1201500.95852000
1714521600000,2024-05,60672.01000000,71979.00000000,56552.82000000,67540.01000000,945031.04072000
1717200000000,2024-06,67540.01000000,71997.02000000,58402.00000000,62772.01000000,696818.18818000
1719792000000,2024-07,62772.01000000,70079.99000000,53485.93000000,64628.00000000,908004.33426000
1722470400000,2024-08,64628.01000000,65659.78000000,49000.00000000,58973.99000000,1010291.47396000
1725148800000,2024-09,58974.00000000,66498.00000000,52550.00000000,63327.59000000,734117.07575000
1727740800000,2024-10,63327.60000000,73620.12000000,58946.00000000,70292.01000000,756010.86343000
1730419200000,2024-11,70292.01000000,99588.01000000,66835.00000000,96407.99000000,1343559.24219600
1733011200000,2024-12,96407.99000000,108353.00000000,90500.00000000,93576.00000000,1019450.06577300
1735689600000,2025-01,93576.00000000,109588.00000000,89256.69000000,102429.56000000,864534.73832200
1738368000000,2025-02,102429.56000000,102783.71000000,78258.52000000,84349.94000000,810850.18130000
1740787200000,2025-03,84349.95000000,95000.00000000,76606.00000000,82550.01000000,845293.53101000
1743465600000,2025-04,82550.00000000,95758.04000000,74508.00000000,94172.00000000,793597.00179000
1746057600000,2025-05,94172.00000000,111980.00000000,93377.00000000,104591.88000000,642216.54612500
1748736000000,2025-06,104591.88000000,110530.17000000,98200.00000000,107146.50000000,427546.46336000
1751328000000,2025-07,107146.51000000,123218.00000000,105100.19000000,115764.08000000,484315.65101700
1754006400000,2025-08,115764.07000000,124474.00000000,107350.10000000,108246.35000000,471366.94293600
1756684800000,2025-09,108246.36000000,117900.00000000,107255.00000000,114048.93000000,374551.99407000
1759276800000,2025-10,114048.94000000,126199.63000000,102000.00000000,109608.01000000,720300.28500600
1761955200000,2025-11,109608.01000000,111250.01000000,80600.00000000,90360.00000000,784853.66178000
1764547200000,2025-12,90360.01000000,94588.99000000,83822.76000000,87648.22000000,491084.34878000
1767225600000,2026-01,87648.21000000,97924.49000000,75719.90000000,78741.09000000,491752.73296000
1769904000000,2026-02,78741.10000000,79424.00000000,60000.00000000,66973.26000000,837887.67719000
1772323200000,2026-03,66973.26000000,74050.00000000,65056.00000000,66905.01000000,201969.96453000
