Date,Open,High,Low,Close,Volume,BTC_Dominance
2021-12-01,57005.43,58000.00,49000.00,50000.00,50000000000,58.5
2021-12-02,50000.00,51000.00,48000.00,49500.00,49000000000,58.4
2021-12-03,49500.00,50500.00,47000.00,48500.00,48000000000,58.4
2021-12-04,48500.00,50000.00,47500.00,49000.00,47000000000,58.4
2021-12-05,49000.00,50500.00,48000.00,50000.00,46000000000,58.4
2021-12-06,50000.00,51500.00,49000.00,51000.00,45000000000,58.4
2021-12-07,51000.00,52500.00,50000.00,52000.00,44000000000,58.4
2021-12-08,52000.00,53500.00,51000.00,53000.00,43000000000,58.4
2021-12-09,53000.00,54500.00,52000.00,54000.00,42000000000,58.4
2021-12-10,54000.00,55500.00,53000.00,55000.00,41000000000,58.4
2021-12-11,55000.00,56000.00,54000.00,54900.00,40000000000,58.4
2021-12-12,54900.00,56000.00,53000.00,54000.00,39000000000,58.4
2021-12-13,54000.00,55500.00,53000.00,54500.00,38000000000,58.3
2021-12-14,54500.00,56000.00,53500.00,55500.00,37000000000,58.3
2021-12-15,55500.00,57000.00,54000.00,56000.00,36000000000,58.3
2021-12-16,56000.00,57500.00,55000.00,56500.00,35000000000,58.3
2021-12-17,56500.00,58000.00,55500.00,57500.00,34000000000,58.3
2021-12-18,57500.00,59000.00,56000.00,46843.75,33000000000,58.3
2021-12-19,46843.75,48500.00,45500.00,47000.00,32000000000,58.2
2021-12-20,47000.00,49000.00,46000.00,48000.00,31000000000,58.2
2021-12-21,48000.00,50000.00,47000.00,49500.00,30000000000,58.2
2021-12-22,49500.00,51500.00,49000.00,50500.00,29000000000,58.2
2021-12-23,50500.00,52500.00,50000.00,50789.89,28000000000,58.2
2021-12-24,50789.89,52500.00,49500.00,51000.00,27000000000,58.2
2021-12-25,51000.00,53000.00,50000.00,52000.00,26000000000,58.2
2021-12-26,52000.00,54000.00,51000.00,53000.00,25000000000,58.2
2021-12-27,53000.00,55000.00,52000.00,54000.00,24000000000,58.2
2021-12-28,54000.00,56500.00,53000.00,55500.00,23000000000,58.2
2021-12-29,55500.00,57000.00,54000.00,56000.00,22000000000,58.2
2021-12-30,56000.00,56000.00,46060.31,47178.13,21300000000,58.2
2021-12-31,47178.13,48472.53,45819.95,46306.45,36974172400,58.2
