Date,Open,High,Low,Close,Volume,BTC_Dominance
2020-06-01,10167.27,10350.00,9980.00,10100.00,21000000000,58.4
2020-06-02,10100.00,10250.00,9950.00,10050.00,20500000000,58.4
2020-06-03,10050.00,10280.00,9900.00,10180.00,20000000000,58.4
2020-06-04,10180.00,10400.00,10000.00,10350.00,19500000000,58.4
2020-06-05,10350.00,10500.00,10250.00,10450.00,19000000000,58.4
2020-06-06,10450.00,10700.00,10300.00,10650.00,18500000000,58.4
2020-06-07,10650.00,10900.00,10500.00,10850.00,18000000000,58.4
2020-06-08,10850.00,11000.00,10700.00,10950.00,17500000000,58.4
2020-06-09,10950.00,11200.00,10800.00,11100.00,17000000000,58.4
2020-06-10,11100.00,11350.00,10900.00,11250.00,16500000000,58.4
2020-06-11,11250.00,11500.00,11050.00,11380.00,16000000000,58.4
2020-06-12,11380.00,11600.00,11200.00,11550.00,15500000000,58.4
2020-06-13,11550.00,11800.00,11400.00,11700.00,15000000000,58.4
2020-06-14,11700.00,12000.00,11600.00,11850.00,14500000000,58.4
2020-06-15,11850.00,12100.00,11700.00,12000.00,14000000000,58.4
2020-06-16,12000.00,12300.00,11900.00,12150.00,13500000000,58.4
2020-06-17,12150.00,12400.00,12000.00,12250.00,13000000000,58.4
2020-06-18,12250.00,12500.00,12100.00,12450.00,12500000000,58.4
2020-06-19,12450.00,12700.00,12300.00,12600.00,12000000000,58.4
2020-06-20,12600.00,12900.00,12500.00,12800.00,11500000000,58.4
2020-06-21,12800.00,13000.00,12700.00,12900.00,11000000000,58.4
2020-06-22,12900.00,13200.00,12800.00,13000.00,10500000000,58.4
2020-06-23,13000.00,13300.00,12900.00,13200.00,10000000000,58.4
2020-06-24,13200.00,13680.00,13100.00,13193.61, 9600000000,58.4
2020-06-25,13193.61,13400.00,13000.00,13264.81, 9200000000,58.7
2020-06-26,13264.81,13500.00,13100.00,13262.92, 8800000000,58.7
2020-06-27,13262.92,13500.00,13150.00,13200.39, 8400000000,58.7
2020-06-28,13200.39,13400.00,13000.00,13243.58, 8000000000,58.7
2020-06-29,13243.58,13300.00,13100.00,9190.85, 7600000000,58.7
2020-06-30,9190.85,9217.84,9084.84,9137.99, 7200000000,58.7
