Date,Open,High,Low,Close,Volume,BTC_Dominance
2020-07-01,9228.33,9400.00,9100.00,9300.00,19000000000,58.8
2020-07-02,9300.00,9500.00,9200.00,9450.00,18500000000,58.8
2020-07-03,9450.00,9600.00,9400.00,9550.00,18000000000,58.8
2020-07-04,9550.00,9700.00,9500.00,9650.00,17500000000,58.8
2020-07-05,9650.00,9800.00,9600.00,9750.00,17000000000,58.8
2020-07-06,9750.00,9900.00,9600.00,9800.00,16500000000,58.8
2020-07-07,9800.00,9360.62,9201.82,9252.28,13839652595,58.8
2020-07-08,9252.28,9400.00,9200.00,9350.00,16000000000,58.8
2020-07-09,9350.00,9560.00,9300.00,9500.00,15500000000,58.8
2020-07-10,9500.00,9700.00,9400.00,9600.00,15000000000,58.8
2020-07-11,9600.00,9850.00,9500.00,9750.00,14500000000,58.8
2020-07-12,9750.00,9950.00,9700.00,9900.00,14000000000,58.8
2020-07-13,9900.00,10100.00,9800.00,10050.00,13500000000,58.8
2020-07-14,10050.00,10200.00,9950.00,10150.00,13000000000,58.8
2020-07-15,10150.00,10300.00,10000.00,10250.00,12500000000,58.8
2020-07-16,10250.00,9214.31,9191.98,9192.00,12000000000,58.8
2020-07-17,9192.00,9414.00,9100.00,9355.77,11500000000,58.8
2020-07-18,9355.77,9580.00,9300.00,9500.00,11000000000,58.8
2020-07-19,9500.00,9400.00,9100.00,9147.37,10500000000,58.8
2020-07-20,9147.37,9214.27,9137.51,9164.23,13755604146,58.8
2020-07-21,9164.23,9300.00,9000.00,9272.25,10000000000,58.8
2020-07-22,9272.25,9600.00,9200.00,9355.77,9500000000,58.8
2020-07-23,9355.77,9700.00,9300.00,9514.41,9000000000,58.8
2020-07-24,9514.41,9800.00,9450.00,9551.86,8500000000,58.8
2020-07-25,9551.86,9999.00,9500.00,9595.71,8000000000,58.8
2020-07-26,9595.71,10200.00,9500.00,9793.10,7500000000,58.8
2020-07-27,9793.10,10400.00,9700.00,10261.28,7000000000,58.8
2020-07-28,10261.28,10800.00,10100.00,10983.25,6500000000,58.8
2020-07-29,10983.25,11200.00,10850.00,11055.56,6000000000,58.8
2020-07-30,11055.56,11350.00,10900.00,11041.91,5500000000,58.8
2020-07-31,11041.91,11323.47,10900.00,11323.47,5000000000,58.8
