Date,Open,High,Low,Close,Volume,BTC_Dominance
2020-01-01,7194.89,7254.33,7174.94,7200.17,18565664997,67.5
2020-01-02,7200.17,7350.00,7100.00,7300.00,18000000000,67.5
2020-01-03,7300.00,7500.00,7250.00,7450.00,17500000000,67.5
2020-01-04,7450.00,7700.00,7400.00,7650.00,17000000000,67.5
2020-01-05,7650.00,7850.00,7600.00,7800.00,16500000000,67.5
2020-01-06,7800.00,7950.00,7750.00,7900.00,16000000000,67.5
2020-01-07,7900.00,8100.00,7850.00,8050.00,15500000000,67.5
2020-01-08,8050.00,8300.00,8000.00,8250.00,15000000000,67.5
2020-01-09,8250.00,8400.00,8200.00,8350.00,14500000000,67.5
2020-01-10,8350.00,8550.00,8300.00,8500.00,14000000000,67.5
2020-01-11,8500.00,8700.00,8450.00,8650.00,13500000000,67.5
2020-01-12,8650.00,8800.00,8600.00,8750.00,13000000000,67.5
2020-01-13,8750.00,8900.00,8700.00,8850.00,12500000000,67.5
2020-01-14,8850.00,9000.00,8800.00,8950.00,12000000000,67.5
2020-01-15,8950.00,9100.00,8900.00,9050.00,11500000000,67.5
2020-01-16,9050.00,9200.00,9000.00,9150.00,11000000000,67.5
2020-01-17,9150.00,9300.00,9100.00,9250.00,10500000000,67.5
2020-01-18,9250.00,9400.00,9200.00,9350.00,10000000000,67.5
2020-01-19,9350.00,9500.00,9300.00,9450.00, 9500000000,67.5
2020-01-20,9450.00,9600.00,9400.00,9550.00, 9000000000,67.5
2020-01-21,9550.00,9700.00,9500.00,9650.00, 8500000000,67.5
2020-01-22,9650.00,9800.00,9600.00,9750.00, 8000000000,67.5
2020-01-23,9750.00,9900.00,9700.00,9850.00, 7500000000,67.5
2020-01-24,9850.00,10000.00,9800.00,9950.00, 7000000000,67.5
2020-01-25,9950.00,10100.00,9900.00,10050.00, 6500000000,67.5
2020-01-26,10050.00,10200.00,10000.00,10150.00, 6000000000,67.5
2020-01-27,10150.00,10300.00,10100.00,10250.00, 5500000000,67.5
2020-01-28,10250.00,10400.00,10200.00,10350.00, 5000000000,67.5
2020-01-29,10350.00,10500.00,10300.00,10450.00, 4500000000,67.5
2020-01-30,10450.00,10600.00,10400.00,10550.00, 4000000000,67.5
2020-01-31,10550.00,10650.00,10400.00,9355.89, 3800000000,67.5
