Date,Open,High,Low,Close,Volume,DominanceBTC
2022-11-01,20624.51,20800.00,20150.00,20483.19,28000000000,46.0
2022-11-02,20483.19,20600.00,20150.00,20346.15,26000000000,45.9
2022-11-03,20346.15,20750.00,20200.00,20634.48,30000000000,46.1
2022-11-04,20634.48,21400.00,20500.00,21261.24,36000000000,46.5
2022-11-05,21261.24,21450.00,21050.00,21272.63,32000000000,46.5
2022-11-06,21272.63,21400.00,20800.00,20920.31,30000000000,46.4
2022-11-07,20920.31,21050.00,20550.00,20807.56,29000000000,46.3
2022-11-08,20807.56,21000.00,17166.54,18070.35,70000000000,47.0
2022-11-09,18070.35,18500.00,15576.94,15980.59,100000000000,47.8
2022-11-10,15980.59,18000.00,15500.00,17618.89,90000000000,47.5
2022-11-11,17618.89,17618.89,16300.00,16718.01,60000000000,47.2
2022-11-12,16718.01,17500.00,16500.00,16802.51,50000000000,47.4
2022-11-13,16802.51,17000.00,16300.00,16417.63,38000000000,47.3
2022-11-14,16417.63,16600.00,15750.00,16201.20,45000000000,47.5
2022-11-15,16201.20,16800.00,15800.00,16621.29,42000000000,47.7
2022-11-16,16621.29,16950.00,16500.00,16673.78,34000000000,47.8
2022-11-17,16673.78,16850.00,16400.00,16700.44,32000000000,47.9
2022-11-18,16700.44,16900.00,16450.00,16702.02,28000000000,48.0
2022-11-19,16702.02,16850.00,16550.00,16754.54,22000000000,48.1
2022-11-20,16754.54,16800.00,16100.00,16317.56,20000000000,48.0
2022-11-21,16317.56,16317.56,15760.19,15760.19,25000000000,47.9
2022-11-22,15760.19,16100.00,15600.00,15817.36,30000000000,47.8
2022-11-23,15817.36,16600.00,15750.00,16406.30,33000000000,48.0
2022-11-24,16406.30,16650.00,16200.00,16564.07,25000000000,48.1
2022-11-25,16564.07,16600.00,16300.00,16546.43,20000000000,48.1
2022-11-26,16546.43,16550.00,16350.00,16461.81,14000000000,48.1
2022-11-27,16461.81,16550.00,16000.00,16245.61,13000000000,48.0
2022-11-28,16245.61,16500.00,16000.00,16177.24,20000000000,48.0
2022-11-29,16177.24,16400.00,16050.00,16387.79,22000000000,48.1
2022-11-30,16387.79,17100.00,16350.00,16977.29,30000000000,48.3
