Date,Open,High,Low,Close,Volume,DominanceBTC
2023-05-01,29227.10,29329.94,27680.79,28091.57,18655599976,46.1
2023-05-02,28087.18,28881.30,27924.12,28680.54,16432924527,46.3
2023-05-03,28680.49,29259.53,28178.39,29006.31,19122972518,46.5
2023-05-04,29031.30,29353.19,28694.04,28847.71,15548678514,46.4
2023-05-05,28851.48,29668.91,28845.51,29534.38,17936566518,46.8
2023-05-06,29538.86,29820.13,28468.97,28904.62,15913866714,46.5
2023-05-07,28901.62,29157.52,28441.37,28454.98,11301355486,46.3
2023-05-08,28450.46,28663.27,27310.13,27694.27,19122903752,46.0
2023-05-09,27695.07,27821.40,27375.60,27658.78,14128593256,46.0
2023-05-10,27654.64,28322.69,26883.67,27621.76,20656025026,46.0
2023-05-11,27621.09,27621.94,26781.83,27000.79,16724343943,45.7
2023-05-12,26987.66,27055.65,25878.43,26804.99,19313599897,45.6
2023-05-13,26807.77,27030.48,26710.87,26784.08,9999171605,45.6
2023-05-14,26788.97,27150.98,26661.36,26930.64,10014858959,45.7
2023-05-15,26931.38,27646.35,26766.10,27192.69,14413231792,45.8
2023-05-16,27171.51,27299.30,26878.95,27036.65,12732238816,45.7
2023-05-17,27035.47,27465.93,26600.14,27398.80,15140006925,45.9
2023-05-18,27401.65,27466.53,26415.10,26832.21,15222938600,45.7
2023-05-19,26826.75,27128.62,26700.21,26890.13,11258983301,45.7
2023-05-20,26888.84,27155.16,26843.28,27129.59,7044911360,45.8
2023-05-21,27118.42,27265.92,26706.92,26753.83,8647416921,45.6
2023-05-22,26749.89,27045.73,26549.73,26851.28,11056770492,45.7
2023-05-23,26855.96,27434.68,26816.18,27225.73,13697203143,46.0
2023-05-24,27224.60,27224.60,26106.58,26334.82,16299104428,45.4
2023-05-25,26329.46,26591.52,25890.59,26476.21,13851122697,45.5
2023-05-26,26474.18,26916.67,26343.95,26719.29,12711619225,45.6
2023-05-27,26720.18,26888.88,26621.14,26868.35,7892015141,45.6
2023-05-28,26871.16,28193.45,26802.75,28085.65,14545229578,46.2
2023-05-29,28075.59,28432.04,27563.88,27745.88,15181308984,46.0
2023-05-30,27745.12,28044.76,27588.50,27702.35,13251081851,46.0
2023-05-31,27700.53,27831.68,26866.45,27219.66,15656371534,45.8
