Date,Open,High,Low,Close,Volume,DominanceBTC
2023-04-01,28478.13,28750.00,27650.00,28476.97,30000000000,54.7
2023-04-02,28476.97,28600.00,27650.00,28232.85,25000000000,54.6
2023-04-03,28232.85,28400.00,27650.00,27818.36,28000000000,54.5
2023-04-04,27818.36,28850.00,27650.00,28140.34,30000000000,54.6
2023-04-05,28140.34,28450.00,27350.00,27913.85,27000000000,54.5
2023-04-06,27913.85,28150.00,27400.00,27904.85,23000000000,54.5
2023-04-07,27904.85,28050.00,27250.00,27938.27,22000000000,54.6
2023-04-08,27938.27,28000.00,27700.00,27930.17,18000000000,54.6
2023-04-09,27930.17,28450.00,27800.00,28335.50,20000000000,54.8
2023-04-10,28335.50,28450.00,27850.00,28028.98,22000000000,54.7
2023-04-11,28028.98,30200.00,27950.00,30038.40,35000000000,55.5
2023-04-12,30038.40,30450.00,29850.00,30037.05,45000000000,55.6
2023-04-13,30037.05,30450.00,29650.00,30434.24,50000000000,55.8
2023-04-14,30434.24,30950.00,30050.00,30379.15,48000000000,55.8
2023-04-15,30379.15,30600.00,29950.00,30493.95,32000000000,55.9
2023-04-16,30493.95,30600.00,29750.00,30354.87,28000000000,55.8
2023-04-17,30354.87,30650.00,29500.00,30191.12,30000000000,55.7
2023-04-18,30191.12,30400.00,29550.00,30140.21,27000000000,55.7
2023-04-19,30140.21,30300.00,28200.00,28803.14,40000000000,55.2
2023-04-20,28803.14,28950.00,28000.00,28300.22,35000000000,55.0
2023-04-21,28300.22,28400.00,27200.00,27490.13,38000000000,54.7
2023-04-22,27490.13,27950.00,27350.00,27622.73,25000000000,54.8
2023-04-23,27622.73,27650.00,27200.00,27433.97,20000000000,54.7
2023-04-24,27433.97,27550.00,27050.00,27312.15,22000000000,54.7
2023-04-25,27312.15,27850.00,27050.00,27709.48,24000000000,54.9
2023-04-26,27709.48,28350.00,27350.00,27973.03,28000000000,55.0
2023-04-27,27973.03,29700.00,27850.00,29359.19,45000000000,55.6
2023-04-28,29359.19,29850.00,28800.00,29311.34,40000000000,55.5
2023-04-29,29311.34,29650.00,29000.00,29390.19,30000000000,55.6
2023-04-30,29390.19,29450.00,28950.00,29354.12,25000000000,55.5
