Date,Open,High,Low,Close,Volume,DominanceBTC
2022-06-01,36749.892578,37045.734375,36549.734375,36851.277344,11056770492,41.0
2022-06-02,36855.960938,37434.683594,36816.179688,37225.726563,13697203143,41.1
2022-06-03,37224.603516,37224.603516,36106.576172,36334.818359,16299104428,40.8
2022-06-04,36329.460938,36591.519531,35890.593750,36476.207031,13851122697,40.8
2022-06-05,36474.181641,36916.669922,36343.949219,36719.291016,12711619225,40.9
2022-06-06,36720.181641,36888.882813,36621.140625,36868.353516,7892015141,40.9
2022-06-07,36871.158203,38193.449219,36802.751953,38085.646484,14545229578,41.2
2022-06-08,38075.591797,38432.039063,37563.876953,37745.884766,15181308984,41.1
2022-06-09,37745.123047,38044.759766,37588.501953,37702.349609,13251081851,41.1
2022-06-10,37700.529297,37831.677734,36866.453125,37219.658203,15656371534,41.0
2022-06-11,37218.412109,37346.105469,36671.720703,36819.972656,14678970415,41.0
2022-06-12,36835.117188,37604.734375,36652.705078,37467.488281,29083562061,41.1
2022-06-13,37467.806641,37633.035156,36375.689453,37004.390625,26175547452,41.0
2022-06-14,37006.138672,37230.564453,36500.005859,36832.914063,16588370958,40.9
2022-06-15,36835.117188,37117.744141,36574.449219,36906.662109,17264085441,40.9
2022-06-16,36910.283203,38693.291016,36894.187500,38370.671875,31947336829,41.3
2022-06-17,38371.742188,38489.683594,37311.683594,38155.478516,40770974039,41.2
2022-06-18,38151.480469,38253.691406,36944.404297,37214.355469,30242059107,41.0
2022-06-19,37215.279297,37609.310547,37020.265625,37111.998047,21692004719,41.0
2022-06-20,37110.330078,37245.808594,35978.146484,36083.804688,29867476527,40.7
2022-06-21,36084.666016,36401.916016,35236.212891,35360.810547,27246574439,40.5
2022-06-22,35373.513672,35502.685547,33762.648438,33762.648438,34163220274,40.0
2022-06-23,33737.578125,33795.589844,30141.257813,32487.388672,68204556440,39.0
2022-06-24,32487.986328,33018.951172,30950.818359,32206.792969,50913575242,38.5
2022-06-25,32206.750000,32210.000000,29700.000000,31500.000000,0,38.0
2022-06-26,31500.000000,32000.000000,31200.000000,31800.000000,0,38.1
2022-06-27,31800.000000,32300.000000,31550.000000,32000.000000,0,38.3
2022-06-28,32000.000000,32500.000000,31800.000000,32200.000000,0,38.4
2022-06-29,32200.000000,33000.000000,32000.000000,32800.000000,0,38.6
2022-06-30,32800.000000,33500.000000,32600.000000,33000.000000,0,38.7
