Date,Open,High,Low,Close,Volume,DominanceBTC
2024-07-01,63235.63,64098.96,62300.00,63850.00,35000000000,58.4
2024-07-02,63850.00,64500.00,62500.00,63700.00,34000000000,58.3
2024-07-03,63700.00,65000.00,63000.00,64580.00,36000000000,58.5
2024-07-04,64580.00,65500.00,64000.00,65020.00,33000000000,58.6
2024-07-05,65020.00,66000.00,64500.00,65600.00,32000000000,58.7
2024-07-06,65600.00,66500.00,65050.00,66120.00,31000000000,58.7
2024-07-07,66120.00,67000.00,65550.00,66830.00,30500000000,58.8
2024-07-08,66830.00,67800.00,66200.00,67420.00,30000000000,58.8
2024-07-09,67420.00,68400.00,67000.00,68110.00,29500000000,58.9
2024-07-10,68110.00,69100.00,67500.00,68720.00,29000000000,59.0
2024-07-11,68720.00,69750.00,68000.00,69330.00,28500000000,59.0
2024-07-12,69330.00,70300.00,68500.00,69840.00,28000000000,59.1
2024-07-13,69840.00,70800.00,69050.00,70250.00,27500000000,59.1
2024-07-14,70250.00,71250.00,69500.00,70860.00,27000000000,59.2
2024-07-15,70860.00,71800.00,70200.00,71370.00,26500000000,59.2
2024-07-16,71370.00,72350.00,70800.00,71890.00,26000000000,59.3
2024-07-17,71890.00,72900.00,71250.00,72400.00,25500000000,59.3
2024-07-18,72400.00,73450.00,71800.00,73020.00,25000000000,59.4
2024-07-19,73020.00,74080.00,72500.00,73540.00,24500000000,59.4
2024-07-20,73540.00,74700.00,72800.00,74200.00,24000000000,59.5
2024-07-21,74200.00,75250.00,73500.00,74780.00,23500000000,59.5
2024-07-22,74780.00,75800.00,74000.00,75290.00,23000000000,59.6
2024-07-23,75290.00,76320.00,74550.00,75810.00,22500000000,59.6
2024-07-24,75810.00,77000.00,75000.00,76520.00,22000000000,59.7
2024-07-25,76520.00,77580.00,75800.00,77130.00,21500000000,59.7
2024-07-26,77130.00,78300.00,76500.00,77750.00,21000000000,59.8
2024-07-27,77750.00,78900.00,77000.00,78380.00,20500000000,59.8
2024-07-28,78380.00,80300.00,77500.00,79820.00,22000000000,59.9
2024-07-29,79820.00,69987.54,66532.59,66819.92,40780682628,59.9
2024-07-30,66819.92,66987.67,65323.19,66201.02,31380492109,59.9
2024-07-31,66201.02,66810.21,64532.05,64619.25,31292785994,60.0
