Date,Open,High,Low,Close,Volume,DominanceBTC
2023-08-01,34920.60,35150.00,34400.00,34780.25,36000,49.6
2023-08-02,34780.25,34900.00,34250.00,34510.40,34000,49.5
2023-08-03,34510.40,34850.00,34100.00,34675.80,33000,49.5
2023-08-04,34675.80,35000.00,34450.00,34920.15,35000,49.6
2023-08-05,34920.15,35200.00,34600.00,35080.60,37000,49.7
2023-08-06,35080.60,35350.00,34800.00,35240.10,38000,49.8
2023-08-07,35240.10,35400.00,34950.00,35060.30,36000,49.8
2023-08-08,35060.30,35200.00,34650.00,34820.75,34000,49.7
2023-08-09,34820.75,35000.00,34500.00,34710.20,33000,49.7
2023-08-10,34710.20,34950.00,34300.00,34480.90,32000,49.6
2023-08-11,34480.90,34700.00,34050.00,34210.40,30000,49.5
2023-08-12,34210.40,34450.00,33800.00,34050.70,29000,49.4
2023-08-13,34050.70,34300.00,33750.00,33980.10,28000,49.4
2023-08-14,33980.10,34200.00,33650.00,33890.60,27000,49.3
2023-08-15,33890.60,34150.00,33500.00,33740.20,26000,49.2
2023-08-16,33740.20,33900.00,33250.00,33480.75,25000,49.1
2023-08-17,33480.75,33650.00,33000.00,33210.40,26000,49.0
2023-08-18,33210.40,33450.00,32800.00,33050.10,27000,48.9
2023-08-19,33050.10,33200.00,32650.00,32890.60,28000,48.8
2023-08-20,32890.60,33100.00,32500.00,32740.20,29000,48.7
2023-08-21,32740.20,32950.00,32400.00,32610.75,30000,48.6
2023-08-22,32610.75,32850.00,32250.00,32480.30,31000,48.5
2023-08-23,32480.30,32700.00,32000.00,32310.90,32000,48.4
2023-08-24,32310.90,32550.00,31850.00,32140.50,33000,48.3
2023-08-25,32140.50,32300.00,31600.00,31980.20,34000,48.2
2023-08-26,31980.20,32200.00,31450.00,31810.75,35000,48.1
2023-08-27,31810.75,32050.00,31200.00,31640.30,36000,48.0
2023-08-28,31640.30,31900.00,31050.00,31480.90,37000,47.9
2023-08-29,31480.90,31750.00,30900.00,31310.40,38000,47.8
2023-08-30,31310.40,31600.00,30850.00,31150.10,39000,47.7
2023-08-31,31150.10,31450.00,30600.00,30980.70,40000,47.6
