Date,Open,High,Low,Close,Volume,DominanceBTC
2023-02-01,22917.15,23950.00,22850.00,23757.53,39000000000,52.1
2023-02-02,23757.53,23950.00,23300.00,23670.19,34000000000,52.0
2023-02-03,23670.19,23850.00,23250.00,23432.94,30000000000,52.0
2023-02-04,23432.94,23450.00,23200.00,23327.31,22000000000,52.0
2023-02-05,23327.31,23350.00,22750.00,22954.28,20000000000,51.8
2023-02-06,22954.28,22954.28,22600.00,22710.05,22000000000,51.7
2023-02-07,22710.05,23300.00,22650.00,22909.25,24000000000,51.8
2023-02-08,22909.25,23100.00,22750.00,22911.85,26000000000,51.8
2023-02-09,22911.85,23050.00,22550.00,22650.49,30000000000,51.7
2023-02-10,22650.49,22750.00,21650.00,21811.22,40000000000,51.3
2023-02-11,21811.22,21850.00,21600.00,21731.71,22000000000,51.2
2023-02-12,21731.71,21950.00,21500.00,21795.03,18000000000,51.3
2023-02-13,21795.03,21900.00,21300.00,21753.04,25000000000,51.3
2023-02-14,21753.04,22500.00,21700.00,22402.39,30000000000,51.6
2023-02-15,22402.39,24650.00,22350.00,24342.17,55000000000,52.5
2023-02-16,24342.17,25000.00,23950.00,24739.04,50000000000,52.7
2023-02-17,24739.04,25150.00,23800.00,24644.36,48000000000,52.6
2023-02-18,24644.36,25000.00,24300.00,24713.51,32000000000,52.6
2023-02-19,24713.51,25000.00,24250.00,24489.51,28000000000,52.5
2023-02-20,24489.51,24950.00,24350.00,24775.02,30000000000,52.6
2023-02-21,24775.02,24900.00,24150.00,24450.80,32000000000,52.5
2023-02-22,24450.80,24800.00,23800.00,24150.37,35000000000,52.4
2023-02-23,24150.37,24200.00,23300.00,23790.89,40000000000,52.2
2023-02-24,23790.89,24000.00,23150.00,23165.32,34000000000,52.0
2023-02-25,23165.32,23250.00,22750.00,23136.74,22000000000,52.0
2023-02-26,23136.74,23250.00,22900.00,23155.45,18000000000,52.0
2023-02-27,23155.45,23350.00,22750.00,23165.80,24000000000,52.1
2023-02-28,23165.80,23700.00,23050.00,23160.12,27000000000,52.1
