Date,Open,High,Low,Close,Volume,DominanceBTC
2023-12-01,57780.90,58500.00,57200.00,58120.40,185000,62.8
2023-12-02,58120.40,58900.00,57650.00,58690.20,188000,63.0
2023-12-03,58690.20,59250.00,58000.00,58980.70,186000,63.1
2023-12-04,58980.70,59500.00,58200.00,59140.30,184000,63.2
2023-12-05,59140.30,59850.00,58500.00,59620.80,190000,63.4
2023-12-06,59620.80,60400.00,59000.00,60180.50,195000,63.6
2023-12-07,60180.50,61050.00,59600.00,60790.10,200000,63.9
2023-12-08,60790.10,61500.00,60200.00,61140.40,198000,64.0
2023-12-09,61140.40,61800.00,60650.00,61480.90,196000,64.1
2023-12-10,61480.90,62050.00,60800.00,61720.60,194000,64.2
2023-12-11,61720.60,62300.00,61050.00,61980.20,192000,64.3
2023-12-12,61980.20,62650.00,61300.00,62240.80,190000,64.4
2023-12-13,62240.80,62900.00,61600.00,62510.30,188000,64.5
2023-12-14,62510.30,63250.00,61850.00,62890.70,186000,64.6
2023-12-15,62890.70,63600.00,62100.00,63320.40,185000,64.7
2023-12-16,63320.40,64050.00,62600.00,63780.90,184000,64.8
2023-12-17,63780.90,64500.00,63100.00,64120.30,183000,64.9
2023-12-18,64120.30,64850.00,63400.00,64480.70,182000,65.0
2023-12-19,64480.70,65200.00,63850.00,64810.20,181000,65.1
2023-12-20,64810.20,65650.00,64200.00,65190.60,180000,65.2
2023-12-21,65190.60,66000.00,64550.00,65540.10,179000,65.3
2023-12-22,65540.10,66450.00,64900.00,65890.50,178000,65.4
2023-12-23,65890.50,66800.00,65200.00,66210.90,177000,65.5
2023-12-24,66210.90,67150.00,65550.00,66580.30,176000,65.6
2023-12-25,66580.30,67500.00,65800.00,66920.80,175000,65.7
2023-12-26,66920.80,67850.00,66150.00,67240.20,174000,65.8
2023-12-27,67240.20,68200.00,66500.00,67590.60,173000,65.9
2023-12-28,67590.60,68550.00,66850.00,67920.10,172000,66.0
2023-12-29,67920.10,68900.00,67200.00,68480.40,171000,66.1
2023-12-30,68480.40,69350.00,67650.00,68920.80,170000,66.2
2023-12-31,68920.80,70200.00,68000.00,69580.30,175000,66.4
