Date,Open,High,Low,Close,Volume,DominanceBTC
2022-02-01,38481.765625,39115.132813,38113.664063,38743.273438,20288500328,41.5
2022-02-02,38743.714844,38834.617188,36832.730469,36952.984375,19155189416,41.1
2022-02-03,36944.804688,37154.601563,36375.539063,37154.601563,18591534769,41.2
2022-02-04,37149.265625,41527.785156,37093.628906,41500.875000,29412210792,42.0
2022-02-05,41501.480469,41847.164063,41038.097656,41441.164063,19652846215,42.0
2022-02-06,41441.121094,42500.785156,41244.906250,42412.433594,16142097334,42.2
2022-02-07,42406.781250,44401.863281,41748.156250,43840.285156,28641855926,42.5
2022-02-08,43854.652344,45293.867188,42807.835938,44118.445313,33079398868,42.7
2022-02-09,44096.703125,44727.800781,43232.968750,44338.796875,23245887300,42.8
2022-02-10,44347.800781,45661.171875,43402.808594,43565.113281,32142048537,42.6
2022-02-11,43571.128906,43810.832031,42114.539063,42407.937500,26954925781,42.4
2022-02-12,42412.300781,42992.550781,41852.574219,42244.468750,18152390304,42.4
2022-02-13,42236.566406,42693.054688,41950.941406,42197.515625,14741589015,42.4
2022-02-14,42157.398438,42775.777344,41681.957031,42586.917969,20827783012,42.5
2022-02-15,42586.464844,44667.218750,42491.035156,44575.203125,22721659051,42.9
2022-02-16,44578.277344,44578.277344,43456.691406,43961.859375,19792547657,42.7
2022-02-17,43937.070313,44132.972656,40249.371094,40538.011719,26246662813,41.9
2022-02-18,40552.132813,40929.152344,39637.617188,40030.976563,23310007704,41.7
2022-02-19,40026.023438,40418.878906,39713.058594,40122.156250,13736557863,41.7
2022-02-20,40118.101563,40119.890625,38112.812500,38431.378906,18340576452,41.3
2022-02-21,38423.210938,39394.437500,36950.476563,37075.281250,29280402798,40.9
2022-02-22,37068.769531,38359.855469,36488.933594,38286.027344,25493150450,41.1
2022-02-23,38285.281250,39122.394531,37201.816406,37296.570313,21849073843,40.9
2022-02-24,37278.566406,38968.839844,34459.218750,38332.609375,46383802093,41.2
2022-02-25,38333.746094,39630.324219,38111.343750,39214.218750,26545599159,41.4
2022-02-26,39213.082031,40005.347656,38702.535156,39105.148438,17467554129,41.4
2022-02-27,39098.699219,39778.941406,37268.976563,37709.785156,23450127612,41.1
2022-02-28,37706.000000,43760.457031,37518.214844,43193.234375,35690014104,42.1
