Date,Open,High,Low,Close,Volume,DominanceBTC
2022-08-01,23336.03,23450.00,22550.00,22979.59,23000000000,46.8
2022-08-02,22979.59,23300.00,22500.00,22847.27,22000000000,46.7
2022-08-03,22847.27,23200.00,22600.00,22952.12,20000000000,46.8
2022-08-04,22952.12,23350.00,22550.00,22846.26,19000000000,46.7
2022-08-05,22846.26,23300.00,22650.00,22998.99,21000000000,46.8
2022-08-06,22998.99,23250.00,22750.00,23155.10,18000000000,46.9
2022-08-07,23155.10,23850.00,22900.00,23794.99,20000000000,47.2
2022-08-08,23794.99,24250.00,23200.00,23803.96,22000000000,47.1
2022-08-09,23803.96,23950.00,22850.00,22911.52,23000000000,46.7
2022-08-10,22911.52,24300.00,22850.00,24392.21,28000000000,47.5
2022-08-11,24392.21,24800.00,23900.00,24424.13,30000000000,47.6
2022-08-12,24424.13,25200.00,23950.00,24964.66,35000000000,47.9
2022-08-13,24964.66,25000.00,24150.00,24485.16,27000000000,47.5
2022-08-14,24485.16,25200.00,24350.00,25047.35,26000000000,47.8
2022-08-15,25047.35,25200.00,23700.00,24098.69,29000000000,47.2
2022-08-16,24098.69,24350.00,23450.00,23895.92,24000000000,47.1
2022-08-17,23895.92,24300.00,23200.00,23336.10,30000000000,46.8
2022-08-18,23336.10,23700.00,22700.00,23198.36,22000000000,46.8
2022-08-19,23198.36,23200.00,20800.00,21101.42,34000000000,45.5
2022-08-20,21101.42,21750.00,20900.00,21601.21,25000000000,45.8
2022-08-21,21601.21,21700.00,20900.00,21372.18,20000000000,45.7
2022-08-22,21372.18,21372.18,20600.00,20802.39,23000000000,45.5
2022-08-23,20802.39,21600.00,20750.00,21402.06,24000000000,45.8
2022-08-24,21402.06,21800.00,21150.00,21403.59,22000000000,45.8
2022-08-25,21403.59,21650.00,21200.00,21479.49,20000000000,45.9
2022-08-26,21479.49,21479.49,19750.00,20190.69,28000000000,45.0
2022-08-27,20190.69,20400.00,19800.00,19991.82,22000000000,45.0
2022-08-28,19991.82,20350.00,19550.00,19796.12,18000000000,44.8
2022-08-29,19796.12,20350.00,19500.00,19819.92,21000000000,44.8
2022-08-30,19819.92,20450.00,19650.00,20296.96,23000000000,45.1
2022-08-31,20296.96,20500.00,19650.00,20048.02,25000000000,45.0
