Date,Open,High,Low,Close,Volume,DominanceBTC
2022-07-01,33000.00,33250.00,32800.00,33050.00,0,38.8
2022-07-02,33050.00,34000.00,33000.00,33800.00,0,39.0
2022-07-03,33800.00,34500.00,33600.00,34200.00,0,39.2
2022-07-04,34200.00,35000.00,34000.00,34800.00,0,39.3
2022-07-05,34800.00,35500.00,34500.00,35000.00,0,39.5
2022-07-06,20147.30,20573.41,19830.09,20559.52,20000000000,46.0
2022-07-07,20559.52,21771.82,20300.12,21637.59,25814972520,47.5
2022-07-08,21637.59,22314.94,21400.50,21716.83,22000000000,47.0
2022-07-09,21716.83,21877.14,21200.33,21592.21,17000000000,46.8
2022-07-10,21592.21,21800.00,20750.00,20860.45,15000000000,46.5
2022-07-11,20860.45,20860.45,19800.00,20005.59,18000000000,46.2
2022-07-12,20005.59,20005.59,19325.00,19404.54,20000000000,45.9
2022-07-13,19404.54,20000.00,18922.00,19235.72,23000000000,45.5
2022-07-14,19235.72,20400.00,19050.00,20758.02,26000000000,46.0
2022-07-15,20758.02,20874.30,20300.00,20713.85,24000000000,46.0
2022-07-16,20713.85,21300.00,20500.00,21098.79,22000000000,46.2
2022-07-17,21098.79,21400.00,20750.00,20872.99,20000000000,46.1
2022-07-18,20872.99,22400.00,20700.00,22277.46,28000000000,46.8
2022-07-19,22277.46,23350.00,21800.00,22912.53,30000000000,47.0
2022-07-20,22912.53,24178.11,22800.00,23577.78,32000000000,47.5
2022-07-21,23577.78,23800.00,22750.00,23150.01,27000000000,47.3
2022-07-22,23150.01,23850.00,22650.00,23108.16,25000000000,47.2
2022-07-23,23108.16,23400.00,22700.00,23150.37,20000000000,47.2
2022-07-24,23150.37,23450.00,21800.00,22203.90,18000000000,46.8
2022-07-25,22203.90,22400.00,21250.00,21375.41,22000000000,46.5
2022-07-26,21375.41,21500.00,20800.00,21060.03,20000000000,46.4
2022-07-27,21060.03,22350.00,20800.00,22309.98,25000000000,46.9
2022-07-28,22309.98,24476.01,22250.00,23921.42,28000000000,47.5
2022-07-29,23921.42,24250.00,23300.00,23814.90,26000000000,47.4
2022-07-30,23814.90,24688.93,23750.00,24688.93,30000000000,47.8
2022-07-31,24688.93,24688.93,23200.00,23336.03,24000000000,47.0
