Date,Open,High,Low,Close,Volume,DominanceBTC
2022-12-01,16977.29,17150.00,16800.00,17015.23,28000000000,48.4
2022-12-02,17015.23,17100.00,16850.00,16980.54,25000000000,48.3
2022-12-03,16980.54,17050.00,16800.00,16920.11,20000000000,48.2
2022-12-04,16920.11,17000.00,16750.00,16858.64,18000000000,48.2
2022-12-05,16858.64,17020.00,16700.00,17002.45,22000000000,48.3
2022-12-06,17002.45,17150.00,16850.00,17080.31,24000000000,48.4
2022-12-07,17080.31,17100.00,16750.00,16895.56,26000000000,48.3
2022-12-08,16895.56,17000.00,16700.00,16943.62,23000000000,48.3
2022-12-09,16943.62,17250.00,16850.00,17132.88,30000000000,48.5
2022-12-10,17132.88,17200.00,17000.00,17110.45,22000000000,48.5
2022-12-11,17110.45,17200.00,17050.00,17140.12,18000000000,48.5
2022-12-12,17140.12,17250.00,17000.00,17232.71,25000000000,48.6
2022-12-13,17232.71,18100.00,17150.00,17758.94,45000000000,48.9
2022-12-14,17758.94,17850.00,17600.00,17700.23,38000000000,48.8
2022-12-15,17700.23,17800.00,17200.00,17330.41,36000000000,48.6
2022-12-16,17330.41,17350.00,16600.00,16722.35,42000000000,48.3
2022-12-17,16722.35,16850.00,16650.00,16744.58,20000000000,48.3
2022-12-18,16744.58,16850.00,16600.00,16730.12,18000000000,48.2
2022-12-19,16730.12,16850.00,16550.00,16741.45,22000000000,48.2
2022-12-20,16741.45,17000.00,16500.00,16810.22,26000000000,48.3
2022-12-21,16810.22,16850.00,16500.00,16642.31,24000000000,48.2
2022-12-22,16642.31,16800.00,16550.00,16802.93,23000000000,48.3
2022-12-23,16802.93,16850.00,16550.00,16778.55,20000000000,48.3
2022-12-24,16778.55,16800.00,16600.00,16760.18,15000000000,48.3
2022-12-25,16760.18,16800.00,16650.00,16780.47,12000000000,48.3
2022-12-26,16780.47,16850.00,16700.00,16822.14,18000000000,48.4
2022-12-27,16822.14,16850.00,16550.00,16628.33,22000000000,48.3
2022-12-28,16628.33,16700.00,16400.00,16544.89,21000000000,48.2
2022-12-29,16544.89,16650.00,16400.00,16600.75,20000000000,48.2
2022-12-30,16600.75,16650.00,16450.00,16547.24,19000000000,48.2
2022-12-31,16547.24,16600.00,16400.00,16528.71,17000000000,48.2
