Date,Open,High,Low,Close,Volume,DominanceBTC
2024-05-01,2399820.10,2984000.00,2280000.00,2718400.40,5200000,100.0
2024-05-02,2718400.40,3329000.00,2585000.00,3145600.80,5300000,100.0
2024-05-03,3145600.80,3795000.00,2980000.00,3564200.20,5400000,100.0
2024-05-04,3564200.20,4188000.00,3324000.00,3952840.60,5500000,100.0
2024-05-05,3952840.60,4625000.00,3689000.00,4379120.10,5600000,100.0
2024-05-06,4379120.10,5123000.00,4085000.00,4867380.50,5700000,100.0
2024-05-07,4867380.50,5759000.00,4532000.00,5482960.90,5800000,100.0
2024-05-08,5482960.90,6428000.00,5120000.00,6037420.30,5900000,100.0
2024-05-09,6037420.30,7185000.00,5625000.00,6752840.70,6000000,100.0
2024-05-10,6752840.70,7984000.00,6303000.00,7489820.10,6100000,100.0
2024-05-11,7489820.10,8920000.00,6980000.00,8367420.40,6200000,100.0
2024-05-12,8367420.40,10128000.00,7810000.00,9472840.80,6300000,100.0
2024-05-13,9472840.80,11496000.00,8840000.00,10628420.20,6400000,100.0
2024-05-14,10628420.20,13080000.00,9900000.00,11864280.60,6500000,100.0
2024-05-15,11864280.60,14890000.00,11020000.00,13598420.10,6600000,100.0
2024-05-16,13598420.10,16950000.00,12500000.00,15474280.50,6700000,100.0
2024-05-17,15474280.50,19280000.00,14120000.00,17549260.90,6800000,100.0
2024-05-18,17549260.90,21940000.00,15980000.00,19984220.30,6900000,100.0
2024-05-19,19984220.30,25180000.00,18150000.00,22878420.70,7000000,100.0
2024-05-20,22878420.70,29050000.00,20500000.00,26498220.10,7100000,100.0
2024-05-21,26498220.10,33780000.00,23000000.00,30964280.40,7200000,100.0
2024-05-22,30964280.40,39250000.00,25800000.00,36174280.80,7300000,100.0
2024-05-23,36174280.80,45790000.00,28900000.00,42296420.20,7400000,100.0
2024-05-24,42296420.20,53680000.00,32400000.00,49284280.60,7500000,100.0
2024-05-25,49284280.60,63450000.00,36300000.00,58198420.10,7600000,100.0
2024-05-26,58198420.10,75920000.00,40800000.00,69774280.50,7700000,100.0
2024-05-27,69774280.50,91230000.00,46000000.00,84849260.90,7800000,100.0
2024-05-28,84849260.90,110000000.00,52000000.00,102984220.30,7900000,100.0
2024-05-29,102984220.30,135000000.00,59000000.00,121078420.70,8000000,100.0
2024-05-30,121078420.70,170000000.00,67000000.00,146498220.10,8100000,100.0
2024-05-31,146498220.10,220000000.00,75000000.00,182764280.40,8200000,100.0
