Date,Open,High,Low,Close,Volume,DominanceBTC
2022-10-01,19162.98,19450.00,18900.00,19073.71,22000000000,44.3
2022-10-02,19073.71,19350.00,18850.00,19319.67,16000000000,44.4
2022-10-03,19319.67,19700.00,19050.00,19416.85,22000000000,44.5
2022-10-04,19416.85,20300.00,19250.00,20081.46,28000000000,44.8
2022-10-05,20081.46,20600.00,19900.00,20328.14,26000000000,45.0
2022-10-06,20328.14,20450.00,20000.00,20104.37,24000000000,44.9
2022-10-07,20104.37,20200.00,19750.00,19960.07,23000000000,44.8
2022-10-08,19960.07,19960.07,19300.00,19560.99,18000000000,44.6
2022-10-09,19560.99,19750.00,19400.00,19542.81,14000000000,44.6
2022-10-10,19542.81,19750.00,19050.00,19130.01,20000000000,44.4
2022-10-11,19130.01,19350.00,18800.00,19115.82,22000000000,44.4
2022-10-12,19115.82,19350.00,18800.00,19201.12,25000000000,44.5
2022-10-13,19201.12,19700.00,18157.72,19586.28,34000000000,44.7
2022-10-14,19586.28,19950.00,19150.00,19179.32,29000000000,44.5
2022-10-15,19179.32,19350.00,18950.00,19147.61,16000000000,44.5
2022-10-16,19147.61,19300.00,19000.00,19165.13,14000000000,44.5
2022-10-17,19165.13,19700.00,19100.00,19564.57,20000000000,44.8
2022-10-18,19564.57,19800.00,19150.00,19274.42,23000000000,44.7
2022-10-19,19274.42,19350.00,18900.00,19044.96,21000000000,44.6
2022-10-20,19044.96,19200.00,18650.00,19088.12,24000000000,44.7
2022-10-21,19088.12,19100.00,18900.00,19018.27,20000000000,44.7
2022-10-22,19018.27,19150.00,18900.00,19051.95,15000000000,44.7
2022-10-23,19051.95,19350.00,18950.00,19342.06,16000000000,44.9
2022-10-24,19342.06,19750.00,19300.00,19688.74,25000000000,45.1
2022-10-25,19688.74,20300.00,19600.00,19829.75,34000000000,45.2
2022-10-26,19829.75,21000.00,19750.00,20777.05,42000000000,45.8
2022-10-27,20777.05,20850.00,20250.00,20305.17,36000000000,45.6
2022-10-28,20305.17,20700.00,20050.00,20542.51,32000000000,45.7
2022-10-29,20542.51,20900.00,20300.00,20548.69,25000000000,45.8
2022-10-30,20548.69,20700.00,20000.00,20526.32,22000000000,45.9
2022-10-31,20526.32,20900.00,20350.00,20624.51,26000000000,46.0
