Date,Open,High,Low,Close,Volume,DominanceBTC
2024-03-01,236920.40,245800.00,232000.00,241760.80,2000000,91.4
2024-03-02,241760.80,249900.00,238200.00,247380.20,2050000,91.6
2024-03-03,247380.20,256400.00,243500.00,252940.70,2100000,91.8
2024-03-04,252940.70,261800.00,249000.00,258120.10,2150000,92.0
2024-03-05,258120.10,269500.00,253600.00,264980.50,2200000,92.3
2024-03-06,264980.50,276800.00,260400.00,271340.90,2250000,92.6
2024-03-07,271340.90,285000.00,266500.00,279680.30,2300000,92.9
2024-03-08,279680.30,292500.00,274000.00,287940.70,2350000,93.2
2024-03-09,287940.70,301800.00,282500.00,296820.10,2400000,93.6
2024-03-10,296820.10,309900.00,290500.00,304960.40,2450000,94.0
2024-03-11,304960.40,319500.00,298200.00,312740.90,2500000,94.3
2024-03-12,312740.90,328200.00,305900.00,321620.30,2550000,94.7
2024-03-13,321620.30,339800.00,315200.00,330480.70,2600000,95.1
2024-03-14,330480.70,349500.00,323500.00,338920.20,2650000,95.5
2024-03-15,338920.20,361800.00,331000.00,352480.60,2700000,96.0
2024-03-16,352480.60,374500.00,343300.00,366240.10,2750000,96.4
2024-03-17,366240.10,389200.00,356000.00,381980.50,2800000,96.9
2024-03-18,381980.50,405800.00,370500.00,397420.90,2850000,97.3
2024-03-19,397420.90,424500.00,386000.00,413760.30,2900000,97.8
2024-03-20,413760.30,441800.00,401500.00,428480.70,2950000,98.2
2024-03-21,428480.70,458800.00,415200.00,445920.10,3000000,98.6
2024-03-22,445920.10,479500.00,431500.00,462840.40,3050000,99.0
2024-03-23,462840.40,497800.00,447200.00,479780.90,3100000,99.3
2024-03-24,479780.90,514200.00,462500.00,496940.30,3150000,99.6
2024-03-25,496940.30,532500.00,478800.00,514820.70,3200000,99.8
2024-03-26,514820.70,549800.00,495900.00,531980.20,3250000,99.9
2024-03-27,531980.20,564500.00,512500.00,547740.60,3300000,100.0
2024-03-28,547740.60,582200.00,527800.00,564480.10,3350000,100.0
2024-03-29,564480.10,599800.00,543500.00,581920.40,3400000,100.0
2024-03-30,581920.40,619500.00,559200.00,598760.80,3450000,100.0
2024-03-31,598760.80,642800.00,575000.00,621380.20,3500000,100.0
