Date,Open,High,Low,Close,Volume,DominanceBTC
2023-03-01,23160.12,23900.00,23100.00,23646.30,32000000000,52.3
2023-03-02,23646.30,23700.00,23300.00,23375.65,28000000000,52.2
2023-03-03,23375.65,23400.00,22300.00,22376.05,34000000000,51.8
2023-03-04,22376.05,22500.00,22300.00,22483.96,20000000000,51.9
2023-03-05,22483.96,22650.00,22300.00,22505.46,18000000000,51.9
2023-03-06,22505.46,22550.00,22200.00,22350.87,22000000000,51.8
2023-03-07,22350.87,22800.00,21850.00,22199.96,30000000000,51.7
2023-03-08,22199.96,22350.00,21800.00,21813.12,28000000000,51.5
2023-03-09,21813.12,21850.00,20300.00,20355.21,50000000000,50.8
2023-03-10,20355.21,20500.00,19950.00,20564.52,46000000000,51.0
2023-03-11,20564.52,21200.00,20000.00,20598.32,38000000000,51.0
2023-03-12,20598.32,22500.00,20200.00,22310.16,42000000000,52.0
2023-03-13,22310.16,24200.00,22250.00,24193.57,55000000000,52.8
2023-03-14,24193.57,26100.00,24150.00,26081.43,70000000000,53.5
2023-03-15,26081.43,26450.00,23900.00,24466.64,80000000000,52.7
2023-03-16,24466.64,25000.00,23950.00,24765.94,50000000000,52.9
2023-03-17,24765.94,27800.00,24750.00,27312.17,60000000000,53.8
2023-03-18,27312.17,27850.00,26850.00,27252.63,45000000000,53.7
2023-03-19,27252.63,28400.00,26850.00,27956.92,50000000000,54.0
2023-03-20,27956.92,28400.00,27050.00,28130.59,47000000000,54.2
2023-03-21,28130.59,28350.00,26950.00,27251.13,40000000000,53.9
2023-03-22,27251.13,28450.00,26800.00,27694.98,38000000000,54.1
2023-03-23,27694.98,28750.00,27250.00,28030.68,44000000000,54.3
2023-03-24,28030.68,28350.00,26950.00,27493.53,37000000000,54.1
2023-03-25,27493.53,27500.00,26900.00,27041.63,22000000000,53.9
2023-03-26,27041.63,27350.00,26800.00,27040.85,18000000000,54.0
2023-03-27,27040.85,27250.00,26500.00,26801.09,22000000000,53.9
2023-03-28,26801.09,27450.00,26400.00,26915.67,25000000000,53.9
2023-03-29,26915.67,29350.00,26850.00,28678.56,50000000000,54.8
2023-03-30,28678.56,29450.00,28050.00,28242.94,48000000000,54.6
2023-03-31,28242.94,28500.00,27700.00,28478.13,45000000000,54.7
