Date,Open,High,Low,Close,Volume,DominanceBTC
2023-09-01,30980.70,31250.00,30500.00,30840.30,41000,47.5
2023-09-02,30840.30,31100.00,30450.00,30710.90,40500,47.4
2023-09-03,30710.90,30950.00,30300.00,30580.20,40000,47.3
2023-09-04,30580.20,30800.00,30150.00,30450.75,39500,47.2
2023-09-05,30450.75,30700.00,30000.00,30320.40,39000,47.1
2023-09-06,30320.40,30550.00,29850.00,30190.10,38500,47.0
2023-09-07,30190.10,30400.00,29700.00,30060.80,38000,46.9
2023-09-08,30060.80,30300.00,29600.00,29930.50,37500,46.8
2023-09-09,29930.50,30150.00,29500.00,29800.20,37000,46.7
2023-09-10,29800.20,30050.00,29400.00,29670.90,36500,46.6
2023-09-11,29670.90,29900.00,29300.00,29540.60,36000,46.5
2023-09-12,29540.60,29750.00,29200.00,29410.30,35500,46.4
2023-09-13,29410.30,29650.00,29100.00,29280.10,35000,46.3
2023-09-14,29280.10,29500.00,28950.00,29150.75,34500,46.2
2023-09-15,29150.75,29400.00,28800.00,29020.40,34000,46.1
2023-09-16,29020.40,29300.00,28650.00,28890.10,33500,46.0
2023-09-17,28890.10,29150.00,28500.00,28760.80,33000,45.9
2023-09-18,28760.80,29000.00,28350.00,28630.50,32500,45.8
2023-09-19,28630.50,28900.00,28200.00,28500.20,32000,45.7
2023-09-20,28500.20,28850.00,28050.00,28370.90,31500,45.6
2023-09-21,28370.90,28700.00,27900.00,28240.60,31000,45.5
2023-09-22,28240.60,28600.00,27750.00,28110.30,30500,45.4
2023-09-23,28110.30,28450.00,27600.00,27980.10,30000,45.3
2023-09-24,27980.10,28300.00,27450.00,27850.75,29500,45.2
2023-09-25,27850.75,28200.00,27300.00,27720.40,29000,45.1
2023-09-26,27720.40,28050.00,27150.00,27590.10,28500,45.0
2023-09-27,27590.10,27900.00,27000.00,27460.80,28000,44.9
2023-09-28,27460.80,27800.00,26850.00,27330.50,27500,44.8
2023-09-29,27330.50,27650.00,26700.00,27200.20,27000,44.7
2023-09-30,27200.20,27500.00,26550.00,27070.90,26500,44.6
