Date,Open,High,Low,Close,Volume,DominanceBTC
2022-09-01,20048.02,20400.00,19800.00,20044.10,22000000000,45.1
2022-09-02,20044.10,20350.00,19800.00,19984.64,20000000000,45.2
2022-09-03,19984.64,20200.00,19500.00,19997.61,17000000000,45.3
2022-09-04,19997.61,20050.00,19450.00,19698.74,15000000000,45.0
2022-09-05,19698.74,19950.00,19500.00,19789.13,14000000000,45.1
2022-09-06,19789.13,20000.00,18650.00,18806.41,26000000000,44.5
2022-09-07,18806.41,19400.00,18350.00,19280.82,28000000000,44.8
2022-09-08,19280.82,19500.00,18500.00,19112.03,22000000000,44.7
2022-09-09,19112.03,21700.00,19050.00,21604.01,34000000000,46.0
2022-09-10,21604.01,21950.00,21150.00,21642.74,26000000000,46.2
2022-09-11,21642.74,21800.00,21200.00,21614.37,20000000000,46.1
2022-09-12,21614.37,22350.00,21550.00,22141.56,28000000000,46.5
2022-09-13,22141.56,22141.56,19750.00,20278.10,40000000000,45.3
2022-09-14,20278.10,20850.00,19750.00,20146.44,30000000000,45.1
2022-09-15,20146.44,20300.00,19500.00,19779.01,27000000000,44.0
2022-09-16,19779.01,19850.00,19500.00,19783.39,22000000000,44.2
2022-09-17,19783.39,20350.00,19750.00,20245.78,19000000000,44.5
2022-09-18,20245.78,20300.00,19500.00,19831.32,15000000000,44.3
2022-09-19,19831.32,19831.32,18271.10,18389.91,28000000000,44.0
2022-09-20,18389.91,19500.00,18300.00,18860.67,35000000000,44.2
2022-09-21,18860.67,19400.00,18350.00,18814.49,30000000000,44.1
2022-09-22,18814.49,19500.00,18300.00,19419.43,33000000000,44.5
2022-09-23,19419.43,19550.00,18850.00,19259.29,29000000000,44.4
2022-09-24,19259.29,19350.00,18900.00,19223.51,22000000000,44.3
2022-09-25,19223.51,19300.00,18650.00,18829.51,19000000000,44.2
2022-09-26,18829.51,19000.00,18150.00,18945.27,25000000000,44.3
2022-09-27,18945.27,20300.00,18850.00,19407.76,37000000000,44.7
2022-09-28,19407.76,19550.00,18800.00,19404.31,32000000000,44.6
2022-09-29,19404.31,19650.00,18850.00,19331.40,27000000000,44.5
2022-09-30,19331.40,19500.00,18850.00,19162.98,26000000000,44.4
