Date,Open,High,Low,Close,Volume,DominanceBTC
2023-01-01,16547.50,16650.00,16500.00,16605.29,10000000000,48.8
2023-01-02,16605.29,16800.00,16550.00,16730.22,13000000000,48.8
2023-01-03,16730.22,16850.00,16600.00,16796.30,15000000000,48.9
2023-01-04,16796.30,16800.00,16650.00,16817.07,14000000000,48.9
2023-01-05,16817.07,16900.00,16800.00,16815.85,13000000000,48.9
2023-01-06,16815.85,16950.00,16800.00,16944.78,14000000000,49.0
2023-01-07,16944.78,16944.78,16800.00,16930.25,12000000000,49.0
2023-01-08,16930.25,17250.00,16800.00,17206.07,15000000000,49.1
2023-01-09,17206.07,17350.00,17050.00,17216.35,18000000000,49.1
2023-01-10,17216.35,17450.00,17200.00,17387.14,20000000000,49.2
2023-01-11,17387.14,17900.00,17350.00,17880.46,25000000000,49.5
2023-01-12,17880.46,18900.00,17750.00,18839.50,35000000000,50.0
2023-01-13,18839.50,19100.00,18600.00,18921.28,38000000000,50.1
2023-01-14,18921.28,21300.00,18850.00,20952.05,50000000000,51.0
2023-01-15,20952.05,21600.00,20500.00,20878.47,40000000000,50.8
2023-01-16,20878.47,21300.00,20750.00,21166.51,30000000000,50.9
2023-01-17,21166.51,21400.00,20750.00,21158.04,28000000000,50.9
2023-01-18,21158.04,21350.00,20750.00,20827.70,26000000000,50.8
2023-01-19,20827.70,21000.00,20350.00,20823.37,22000000000,50.8
2023-01-20,20823.37,22300.00,20750.00,22630.52,35000000000,51.5
2023-01-21,22630.52,23350.00,22350.00,22712.52,40000000000,51.7
2023-01-22,22712.52,23350.00,22350.00,22894.75,30000000000,51.8
2023-01-23,22894.75,23250.00,22550.00,22935.44,25000000000,51.8
2023-01-24,22935.44,23150.00,22550.00,22635.14,22000000000,51.7
2023-01-25,22635.14,23150.00,22500.00,23016.39,25000000000,51.8
2023-01-26,23016.39,23250.00,22800.00,23030.57,24000000000,51.8
2023-01-27,23030.57,23150.00,22750.00,22930.57,22000000000,51.7
2023-01-28,22930.57,23850.00,22850.00,23718.52,30000000000,52.0
2023-01-29,23718.52,23800.00,23050.00,23139.17,26000000000,51.8
2023-01-30,23139.17,23150.00,22550.00,22878.49,23000000000,51.7
2023-01-31,22878.49,23050.00,22550.00,22917.15,24000000000,51.7
