Date,Open,High,Low,Close,Volume,DominanceBTC
2024-01-01,69580.30,70250.00,69000.00,69840.90,180000,66.5
2024-01-02,69840.90,70500.00,69250.00,70120.40,182000,66.6
2024-01-03,70120.40,70850.00,69500.00,70490.20,185000,66.7
2024-01-04,70490.20,71200.00,69850.00,70980.70,188000,66.8
2024-01-05,70980.70,71800.00,70400.00,71540.30,192000,67.0
2024-01-06,71540.30,72250.00,70850.00,71980.80,195000,67.1
2024-01-07,71980.80,72800.00,71200.00,72410.50,198000,67.2
2024-01-08,72410.50,73500.00,71800.00,73120.10,205000,67.4
2024-01-09,73120.10,74200.00,72650.00,73890.40,210000,67.6
2024-01-10,73890.40,74850.00,73200.00,74480.90,215000,67.8
2024-01-11,74480.90,75600.00,73900.00,75210.30,220000,68.0
2024-01-12,75210.30,76450.00,74600.00,75980.70,225000,68.2
2024-01-13,75980.70,77200.00,75350.00,76640.20,228000,68.4
2024-01-14,76640.20,78100.00,76000.00,77490.60,235000,68.7
2024-01-15,77490.60,79250.00,76850.00,78920.10,245000,69.0
2024-01-16,78920.10,80500.00,78000.00,80140.50,260000,69.4
2024-01-17,80140.50,82200.00,79250.00,81580.90,280000,69.8
2024-01-18,81580.90,84250.00,80800.00,83540.30,300000,70.3
2024-01-19,83540.30,87200.00,82800.00,86590.70,340000,71.0
2024-01-20,86590.70,89250.00,85000.00,88120.40,360000,71.5
2024-01-21,88120.40,90500.00,87000.00,89640.90,380000,72.0
2024-01-22,89640.90,92800.00,88500.00,92180.30,420000,72.6
2024-01-23,92180.30,95500.00,91000.00,94890.70,450000,73.2
2024-01-24,94890.70,97800.00,93500.00,96940.20,480000,73.8
2024-01-25,96940.20,100500.00,95800.00,99840.60,520000,74.5
2024-01-26,99840.60,104200.00,98500.00,103120.10,600000,75.3
2024-01-27,103120.10,107800.00,101500.00,106940.50,680000,76.1
2024-01-28,106940.50,110600.00,104800.00,109780.90,720000,76.7
2024-01-29,109780.90,113200.00,107500.00,111920.30,760000,77.2
2024-01-30,111920.30,115800.00,109800.00,114480.70,800000,77.8
2024-01-31,114480.70,118500.00,112000.00,117920.40,850000,78.5
