Date,Open,High,Low,Close,Volume,DominanceBTC
2024-08-01,58969.90,60250.00,58000.00,59580.10,22000000000,58.0
2024-08-02,59580.10,60900.00,59000.00,60120.30,21500000000,58.1
2024-08-03,60120.30,61500.00,59500.00,60840.70,21000000000,58.1
2024-08-04,60840.70,62200.00,60500.00,61820.90,20500000000,58.2
2024-08-05,61820.90,63100.00,61000.00,62750.40,20000000000,58.2
2024-08-06,62750.40,64000.00,62000.00,63580.20,19500000000,58.3
2024-08-07,63580.20,64800.00,63000.00,64350.80,19000000000,58.3
2024-08-08,64350.80,65500.00,63800.00,65020.10,18500000000,58.4
2024-08-09,65020.10,66500.00,64500.00,65890.60,18000000000,58.4
2024-08-10,65890.60,67000.00,65000.00,66520.40,17500000000,58.5
2024-08-11,66520.40,67500.00,66000.00,67130.80,17000000000,58.5
2024-08-12,67130.80,68200.00,66600.00,67810.20,16500000000,58.6
2024-08-13,67810.20,68900.00,67000.00,68450.30,16000000000,58.6
2024-08-14,68450.30,69500.00,68000.00,69120.70,15500000000,58.7
2024-08-15,69120.70,70100.00,68500.00,69780.10,15000000000,58.7
2024-08-16,69780.10,70600.00,69000.00,70250.40,14500000000,58.8
2024-08-17,70250.40,71000.00,69500.00,70720.80,14000000000,58.8
2024-08-18,70720.80,71600.00,70000.00,71290.10,13500000000,58.9
2024-08-19,71290.10,72200.00,70600.00,71840.20,13000000000,58.9
2024-08-20,71840.20,72800.00,71000.00,72310.50,12500000000,59.0
2024-08-21,72310.50,73200.00,71500.00,72820.90,12000000000,59.0
2024-08-22,72820.90,73700.00,72000.00,73340.30,11500000000,59.1
2024-08-23,73340.30,74200.00,72500.00,73850.60,11000000000,59.1
2024-08-24,73850.60,74700.00,73000.00,74320.90,10500000000,59.2
2024-08-25,74320.90,75200.00,73500.00,74830.20,10000000000,59.2
2024-08-26,74830.20,75700.00,74000.00,75340.50,9500000000,59.3
2024-08-27,75340.50,76200.00,74500.00,75810.80,9000000000,59.3
2024-08-28,75810.80,76700.00,75000.00,76320.10,8500000000,59.4
2024-08-29,76320.10,77200.00,75500.00,76840.40,8000000000,59.4
2024-08-30,76840.40,77700.00,76000.00,77350.90,7500000000,59.5
2024-08-31,77350.90,78200.00,76500.00,77960.30,7000000000,59.5
