Date,Open,High,Low,Close,Volume,DominanceBTC
2022-04-01,45554.164063,46616.242188,44403.140625,46281.644531,38162644287,43.1
2022-04-02,46285.500000,47028.281250,45782.511719,45868.949219,29336594194,43.0
2022-04-03,45859.128906,47313.476563,45634.105469,46453.566406,25414397610,43.1
2022-04-04,46445.273438,46791.089844,45235.816406,46622.675781,32499785455,43.2
2022-04-05,46624.507813,47106.140625,45544.808594,45555.992188,29640604055,42.9
2022-04-06,45544.355469,45544.355469,43193.953125,43206.738281,39393395788,42.4
2022-04-07,43207.500000,43860.699219,42899.906250,43503.847656,26101973106,42.5
2022-04-08,43505.136719,43903.019531,42183.289063,42287.664063,27215995394,42.2
2022-04-09,42282.078125,42786.816406,42183.253906,42782.136719,16050772496,42.3
2022-04-10,42781.089844,43376.378906,42021.207031,42207.671875,17654475582,42.2
2022-04-11,42201.039063,42424.589844,39373.058594,39521.902344,33949912166,41.6
2022-04-12,39533.714844,40617.585938,39388.328125,40127.183594,30991500854,41.7
2022-04-13,40123.570313,41430.054688,39712.746094,41166.730469,27691105228,42.0
2022-04-14,41160.218750,41451.480469,39695.746094,39935.515625,24342001973,41.7
2022-04-15,39939.402344,40617.722656,39866.832031,40553.464844,21756855753,41.8
2022-04-16,40552.316406,40633.679688,40078.425781,40424.484375,16833150693,41.8
2022-04-17,40417.777344,40570.726563,39620.894531,39716.953125,19087633042,41.6
2022-04-18,39721.203125,40986.320313,38696.191406,40826.214844,33705182072,41.9
2022-04-19,40828.175781,41672.960938,40618.632813,41502.750000,25303206547,42.0
2022-04-20,41501.746094,42126.300781,40961.097656,41374.378906,27819532341,42.0
2022-04-21,41371.515625,42893.582031,40063.828125,40527.363281,35372786395,41.8
2022-04-22,40525.863281,40777.757813,39315.417969,39740.320313,28011716745,41.6
2022-04-23,39738.722656,39935.859375,39352.203125,39486.730469,16138021249,41.5
2022-04-24,39487.027344,40698.058594,39021.710938,40452.945313,19855432100,41.7
2022-04-25,40450.644531,40798.835938,38026.789063,38121.285156,22785443700,41.2
2022-04-26,38116.105469,39204.214844,37889.218750,39090.875000,19142236400,41.4
2022-04-27,39074.832031,39749.207031,38632.082031,39221.582031,18230144600,41.4
2022-04-28,39231.847656,39968.292969,38791.890625,39539.726563,17843128500,41.5
2022-04-29,39522.078125,39916.058594,38005.417969,38605.742188,19655416800,41.3
2022-04-30,38598.617188,38656.503906,37787.574219,38413.890625,14652199272,41.2
