Date,Open,High,Low,Close,Volume,DominanceBTC
2024-04-01,621380.20,658900.00,598200.00,641820.40,3600000,100.0
2024-04-02,641820.40,684500.00,620300.00,669240.80,3650000,100.0
2024-04-03,669240.80,712800.00,646100.00,701480.20,3700000,100.0
2024-04-04,701480.20,744900.00,678200.00,729840.60,3750000,100.0
2024-04-05,729840.60,778500.00,704500.00,762940.10,3800000,100.0
2024-04-06,762940.10,812300.00,735000.00,796380.50,3850000,100.0
2024-04-07,796380.50,848900.00,766800.00,832740.90,3900000,100.0
2024-04-08,832740.90,889500.00,800200.00,871260.30,3950000,100.0
2024-04-09,871260.30,938400.00,835500.00,912840.70,4000000,100.0
2024-04-10,912840.70,1004200.00,878300.00,973480.10,4050000,100.0
2024-04-11,973480.10,1085800.00,934000.00,1049720.40,4100000,100.0
2024-04-12,1049720.40,1189200.00,1002800.00,1146480.80,4150000,100.0
2024-04-13,1146480.80,1275000.00,1098000.00,1219840.20,4200000,100.0
2024-04-14,1219840.20,1337800.00,1162000.00,1286420.60,4250000,100.0
2024-04-15,1286420.60,1423500.00,1220000.00,1359840.10,4300000,100.0
2024-04-16,1359840.10,1489000.00,1295000.00,1427420.50,4350000,100.0
2024-04-17,1427420.50,1563000.00,1352000.00,1489260.90,4400000,100.0
2024-04-18,1489260.90,1628400.00,1405000.00,1537420.30,4450000,100.0
2024-04-19,1537420.30,1699000.00,1458000.00,1589420.70,4500000,100.0
2024-04-20,1589420.70,1774800.00,1503000.00,1647280.10,4550000,100.0
2024-04-21,1647280.10,1855000.00,1550000.00,1709840.40,4600000,100.0
2024-04-22,1709840.40,1939000.00,1592000.00,1767420.80,4650000,100.0
2024-04-23,1767420.80,2026000.00,1640000.00,1829640.20,4700000,100.0
2024-04-24,1829640.20,2117800.00,1685000.00,1898420.60,4750000,100.0
2024-04-25,1898420.60,2215000.00,1732000.00,1973840.10,4800000,100.0
2024-04-26,1973840.10,2319000.00,1780000.00,2049820.50,4850000,100.0
2024-04-27,2049820.50,2438000.00,1827000.00,2134960.90,4900000,100.0
2024-04-28,2134960.90,2562000.00,1875000.00,2219420.30,4950000,100.0
2024-04-29,2219420.30,2699000.00,1920000.00,2307840.70,5000000,100.0
2024-04-30,2307840.70,2855000.00,1968000.00,2399820.10,5050000,100.0
